target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_029870635.2_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.7e-107	354.3	18.6	1	1	1.1e-109	8.5e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_029870635.2_protein.faa_WP_000124301.1
GCF_029870635.2_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_029870635.2_protein.faa_WP_000972203.1
GCF_016458865.1_protein.faa_WP_002826205.1	-	260	kpsM_final_mafft	-	260	1.6e-46	155.1	31.3	1	1	1.1e-49	1.8e-46	154.9	31.3	13	257	3	255	1	257	0.94	-	GCF_016458865.1_protein.faa_WP_002826205.1
GCF_036206005.1_protein.faa_WP_329037884.1	-	313	kpsM_final_mafft	-	260	5e-42	142.2	6.5	1	1	9.7e-45	6.1e-42	141.9	6.5	4	255	49	309	46	312	0.93	-	GCF_036206005.1_protein.faa_WP_329037884.1
GCF_036206005.1_protein.faa_WP_329042024.1	-	309	kpsM_final_mafft	-	260	5.7e-42	142.1	14.3	1	1	1.1e-44	6.7e-42	141.8	14.3	4	255	45	305	42	308	0.94	-	GCF_036206005.1_protein.faa_WP_329042024.1
GCF_036206005.1_protein.faa_WP_329036757.1	-	285	kpsM_final_mafft	-	260	3e-18	64.3	8.7	1	1	7.5e-21	4.7e-18	63.7	8.7	37	252	58	284	31	285	0.81	-	GCF_036206005.1_protein.faa_WP_329036757.1
GCF_036206005.1_protein.faa_WP_329037619.1	-	261	kpsM_final_mafft	-	260	4.7e-18	63.7	3	1	1	9.9e-21	6.2e-18	63.3	3	38	242	33	247	23	257	0.85	-	GCF_036206005.1_protein.faa_WP_329037619.1
GCF_036206005.1_protein.faa_WP_329040221.1	-	285	kpsM_final_mafft	-	260	2.8e-16	57.8	2.5	1	1	8e-19	5e-16	57	2.5	38	220	48	239	44	275	0.86	-	GCF_036206005.1_protein.faa_WP_329040221.1
GCF_036206005.1_protein.faa_WP_329041696.1	-	263	kpsM_final_mafft	-	260	7.2e-16	56.5	4.4	1	1	1.6e-18	1e-15	56	4.4	38	247	33	252	23	260	0.83	-	GCF_036206005.1_protein.faa_WP_329041696.1
GCF_000261345.2_protein.faa_WP_010058024.1	-	309	kpsM_final_mafft	-	260	3.6e-43	146.1	11.7	1	1	1.2e-45	4.7e-43	145.7	11.7	5	255	46	305	43	308	0.93	-	GCF_000261345.2_protein.faa_WP_010058024.1
GCF_000261345.2_protein.faa_WP_050992331.1	-	315	kpsM_final_mafft	-	260	1.5e-41	140.8	7	1	1	4.5e-44	1.8e-41	140.5	7	4	255	51	311	48	314	0.92	-	GCF_000261345.2_protein.faa_WP_050992331.1
GCF_000261345.2_protein.faa_WP_010057658.1	-	288	kpsM_final_mafft	-	260	5.7e-18	63.5	13.1	1	1	2.9e-20	1.2e-17	62.5	13.2	37	252	61	287	57	288	0.8	-	GCF_000261345.2_protein.faa_WP_010057658.1
GCF_000261345.2_protein.faa_WP_010056725.1	-	263	kpsM_final_mafft	-	260	1e-15	56.1	7.6	1	1	3.3e-18	1.3e-15	55.7	7.6	38	245	33	250	14	260	0.84	-	GCF_000261345.2_protein.faa_WP_010056725.1
GCF_000261345.2_protein.faa_WP_010058476.1	-	287	kpsM_final_mafft	-	260	1e-15	56.1	2.4	1	1	4.3e-18	1.7e-15	55.4	2.4	38	221	48	240	44	278	0.84	-	GCF_000261345.2_protein.faa_WP_010058476.1
GCF_000261345.2_protein.faa_WP_010061658.1	-	266	kpsM_final_mafft	-	260	4.7e-14	50.7	6.1	1	1	1.9e-16	7.7e-14	49.9	6.1	37	219	32	217	28	262	0.86	-	GCF_000261345.2_protein.faa_WP_010061658.1
GCF_016415165.1_protein.faa_WP_132994494.1	-	254	kpsM_final_mafft	-	260	5.7e-19	64.9	23.8	1	1	4.7e-22	8.3e-19	64.3	23.8	37	249	25	244	9	250	0.75	-	GCF_016415165.1_protein.faa_WP_132994494.1
GCF_024752555.1_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.4e-50	168.5	29.2	1	1	9e-54	1.5e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_024752555.1_protein.faa_WP_002779235.1
GCF_036250085.1_protein.faa_WP_329207927.1	-	309	kpsM_final_mafft	-	260	1.9e-41	140.5	12.8	1	1	5.2e-44	2.2e-41	140.2	12.8	4	255	45	305	42	308	0.94	-	GCF_036250085.1_protein.faa_WP_329207927.1
GCF_036250085.1_protein.faa_WP_124276154.1	-	313	kpsM_final_mafft	-	260	4.3e-41	139.3	7.4	1	1	1.2e-43	5.2e-41	139	7.4	4	255	49	309	46	312	0.93	-	GCF_036250085.1_protein.faa_WP_124276154.1
GCF_036250085.1_protein.faa_WP_124276794.1	-	285	kpsM_final_mafft	-	260	2.6e-19	67.9	8.3	1	1	9.7e-22	4.1e-19	67.2	8.3	37	252	58	284	31	285	0.82	-	GCF_036250085.1_protein.faa_WP_124276794.1
GCF_036250085.1_protein.faa_WP_147983700.1	-	284	kpsM_final_mafft	-	260	9.3e-17	59.5	5.9	1	1	5e-19	2.1e-16	58.4	5.8	38	220	47	238	43	273	0.87	-	GCF_036250085.1_protein.faa_WP_147983700.1
GCF_036250085.1_protein.faa_WP_329206121.1	-	261	kpsM_final_mafft	-	260	1.8e-15	55.3	3.6	1	1	5.9e-18	2.5e-15	54.8	3.6	38	242	33	247	20	257	0.84	-	GCF_036250085.1_protein.faa_WP_329206121.1
GCF_031885415.1_protein.faa_WP_042541948.1	-	273	kpsM_final_mafft	-	260	4.8e-51	171	17	1	1	1.6e-53	5.8e-51	170.7	17	15	259	19	271	12	272	0.96	-	GCF_031885415.1_protein.faa_WP_042541948.1
GCF_031885415.1_protein.faa_WP_042542182.1	-	277	kpsM_final_mafft	-	260	1.2e-45	153.3	17.7	1	1	4.5e-48	1.6e-45	152.9	17.7	8	259	13	276	6	277	0.89	-	GCF_031885415.1_protein.faa_WP_042542182.1
GCF_031885415.1_protein.faa_WP_311878131.1	-	283	kpsM_final_mafft	-	260	9.7e-41	137.2	16.1	1	1	3.4e-43	1.2e-40	136.9	16.1	29	251	49	274	23	281	0.91	-	GCF_031885415.1_protein.faa_WP_311878131.1
GCF_031885415.1_protein.faa_WP_311877669.1	-	255	kpsM_final_mafft	-	260	4.9e-16	56.2	13.6	1	1	1.7e-18	6.1e-16	55.9	13.6	39	252	32	253	27	255	0.87	-	GCF_031885415.1_protein.faa_WP_311877669.1
GCF_025232495.1_protein.faa_WP_002871866.1	-	260	kpsM_final_mafft	-	260	9.1e-47	156	31.2	1	1	5.8e-50	1e-46	155.8	31.2	13	257	3	255	1	257	0.94	-	GCF_025232495.1_protein.faa_WP_002871866.1
GCF_034071365.1_protein.faa_WP_002118099.1	-	257	kpsM_final_mafft	-	260	2.7e-19	67	22.1	1	1	2e-22	3.6e-19	66.6	22.1	37	249	28	249	2	253	0.82	-	GCF_034071365.1_protein.faa_WP_002118099.1
GCF_003367705.1_protein.faa_WP_045255464.1	-	263	kpsM_final_mafft	-	260	3.1e-55	184.6	16.5	1	1	5.6e-58	3.7e-55	184.3	16.5	15	258	19	261	12	263	0.96	-	GCF_003367705.1_protein.faa_WP_045255464.1
GCF_003367705.1_protein.faa_WP_045255478.1	-	289	kpsM_final_mafft	-	260	4e-46	154.8	19.4	1	1	8.1e-49	5.3e-46	154.3	19.4	10	259	26	288	18	289	0.9	-	GCF_003367705.1_protein.faa_WP_045255478.1
GCF_003367705.1_protein.faa_WP_045252511.1	-	255	kpsM_final_mafft	-	260	6.4e-17	59	14	1	1	1.2e-19	7.7e-17	58.8	14	38	248	31	245	11	254	0.88	-	GCF_003367705.1_protein.faa_WP_045252511.1
GCF_000830825.1_protein.faa_WP_002851559.1	-	260	kpsM_final_mafft	-	260	2.1e-46	154.7	32.9	1	1	1.5e-49	2.4e-46	154.5	32.9	13	257	3	255	1	257	0.92	-	GCF_000830825.1_protein.faa_WP_002851559.1
GCF_001908435.2_protein.faa_WP_005446280.1	-	256	kpsM_final_mafft	-	260	2.1e-20	71.1	20.9	1	1	1.6e-23	2.9e-20	70.7	20.9	37	248	27	247	12	251	0.8	-	GCF_001908435.2_protein.faa_WP_005446280.1
GCF_023981045.1_protein.faa_WP_001010537.1	-	257	kpsM_final_mafft	-	260	1.6e-19	67.8	21.8	1	1	2.2e-22	2.1e-19	67.3	21.8	37	249	28	249	2	253	0.83	-	GCF_023981045.1_protein.faa_WP_001010537.1
GCF_023981045.1_protein.faa_WP_000531468.1	-	372	kpsM_final_mafft	-	260	6.1e-15	52.7	15	1	1	1.1e-17	1e-14	52	15	96	251	212	369	182	371	0.93	-	GCF_023981045.1_protein.faa_WP_000531468.1
GCF_001721965.1_protein.faa_WP_002871866.1	-	260	kpsM_final_mafft	-	260	8.2e-47	156	31.2	1	1	5.8e-50	9.4e-47	155.8	31.2	13	257	3	255	1	257	0.94	-	GCF_001721965.1_protein.faa_WP_002871866.1
GCF_008330905.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.8e-46	154.4	20.8	1	1	1.9e-49	3.7e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_008330905.1_protein.faa_WP_002215286.1
GCF_000376645.1_protein.faa_WP_006248287.1	-	265	kpsM_final_mafft	-	260	4.9e-46	154.1	19.6	1	1	4.7e-49	6.2e-46	153.8	19.6	8	255	13	261	6	264	0.96	-	GCF_000376645.1_protein.faa_WP_006248287.1
GCF_000376645.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	2.1e-18	63.6	18.1	1	1	2.1e-21	2.8e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_000376645.1_protein.faa_WP_006249091.1
GCF_036013685.1_protein.faa_WP_266529548.1	-	309	kpsM_final_mafft	-	260	2.2e-42	143.9	9.8	1	1	5.1e-45	2.6e-42	143.6	9.8	3	255	44	305	42	308	0.92	-	GCF_036013685.1_protein.faa_WP_266529548.1
GCF_036013685.1_protein.faa_WP_266515439.1	-	305	kpsM_final_mafft	-	260	1.3e-40	138.1	9.9	1	1	3e-43	1.5e-40	137.8	9.9	4	255	40	301	37	304	0.91	-	GCF_036013685.1_protein.faa_WP_266515439.1
GCF_036013685.1_protein.faa_WP_266527740.1	-	286	kpsM_final_mafft	-	260	2.4e-16	58.5	6.2	1	1	6.3e-19	3.2e-16	58.1	6.2	39	244	64	276	60	283	0.83	-	GCF_036013685.1_protein.faa_WP_266527740.1
GCF_036013685.1_protein.faa_WP_266523426.1	-	263	kpsM_final_mafft	-	260	5e-16	57.5	6.9	1	1	1.3e-18	6.8e-16	57	6.9	38	245	33	250	23	259	0.85	-	GCF_036013685.1_protein.faa_WP_266523426.1
GCF_036013685.1_protein.faa_WP_266523088.1	-	271	kpsM_final_mafft	-	260	3e-15	54.9	8.1	1	1	8.7e-18	4.5e-15	54.4	8.1	39	248	43	261	32	269	0.81	-	GCF_036013685.1_protein.faa_WP_266523088.1
GCF_036013685.1_protein.faa_WP_327667248.1	-	285	kpsM_final_mafft	-	260	1.6e-14	52.6	4.8	1	1	5.8e-17	3e-14	51.7	4.8	38	249	46	272	42	284	0.75	-	GCF_036013685.1_protein.faa_WP_327667248.1
GCF_036013685.1_protein.faa_WP_266923800.1	-	277	kpsM_final_mafft	-	260	3.2e-14	51.6	8.7	1	1	1e-16	5.3e-14	50.9	8.7	37	250	51	274	42	277	0.78	-	GCF_036013685.1_protein.faa_WP_266923800.1
GCF_013693715.1_protein.faa_WP_003952082.1	-	313	kpsM_final_mafft	-	260	1.6e-44	150.3	12.9	1	1	4.5e-47	1.9e-44	150.1	12.9	3	255	45	309	43	312	0.93	-	GCF_013693715.1_protein.faa_WP_003952082.1
GCF_013693715.1_protein.faa_WP_037629119.1	-	280	kpsM_final_mafft	-	260	2.4e-20	71.1	5	1	1	7.5e-23	3.1e-20	70.7	5	38	248	53	271	48	278	0.87	-	GCF_013693715.1_protein.faa_WP_037629119.1
GCF_013693715.1_protein.faa_WP_003948328.1	-	283	kpsM_final_mafft	-	260	9.6e-17	59.3	2.5	1	1	3.9e-19	1.6e-16	58.5	2.5	38	220	46	237	40	281	0.85	-	GCF_013693715.1_protein.faa_WP_003948328.1
GCF_013693715.1_protein.faa_WP_003949235.1	-	266	kpsM_final_mafft	-	260	1.7e-14	51.9	6.9	1	1	6.7e-17	2.8e-14	51.2	6.9	37	222	32	220	28	262	0.77	-	GCF_013693715.1_protein.faa_WP_003949235.1
GCF_035666055.1_protein.faa_WP_014326102.1	-	265	kpsM_final_mafft	-	260	9.8e-45	149.5	19.8	1	1	1.9e-47	1.3e-44	149.1	19.8	7	255	12	261	6	264	0.96	-	GCF_035666055.1_protein.faa_WP_014326102.1
GCF_035666055.1_protein.faa_WP_005753849.1	-	255	kpsM_final_mafft	-	260	2.8e-19	66	22.3	1	1	5.5e-22	3.7e-19	65.7	22.3	37	248	26	246	8	250	0.79	-	GCF_035666055.1_protein.faa_WP_005753849.1
GCF_030551255.1_protein.faa_WP_124437578.1	-	309	kpsM_final_mafft	-	260	2.7e-42	143.8	8.2	1	1	6.6e-45	3.2e-42	143.5	8.2	3	255	44	305	42	308	0.92	-	GCF_030551255.1_protein.faa_WP_124437578.1
GCF_030551255.1_protein.faa_WP_124441814.1	-	307	kpsM_final_mafft	-	260	9.6e-40	135.4	10.6	1	1	2.4e-42	1.2e-39	135.2	10.6	3	255	41	303	39	306	0.91	-	GCF_030551255.1_protein.faa_WP_124441814.1
GCF_030551255.1_protein.faa_WP_124442781.1	-	283	kpsM_final_mafft	-	260	8.4e-22	76.6	2.9	1	1	2e-24	9.9e-22	76.4	2.9	38	248	56	276	52	283	0.88	-	GCF_030551255.1_protein.faa_WP_124442781.1
GCF_030551255.1_protein.faa_WP_124444630.1	-	263	kpsM_final_mafft	-	260	3.3e-17	61.6	7.2	1	1	8.9e-20	4.3e-17	61.2	7.2	38	249	33	254	23	260	0.87	-	GCF_030551255.1_protein.faa_WP_124444630.1
GCF_030551255.1_protein.faa_WP_124438592.1	-	263	kpsM_final_mafft	-	260	1.6e-16	59.3	8.1	1	1	4.2e-19	2.1e-16	59	8.1	37	246	32	251	17	259	0.86	-	GCF_030551255.1_protein.faa_WP_124438592.1
GCF_030551255.1_protein.faa_WP_124445521.1	-	286	kpsM_final_mafft	-	260	4.5e-16	57.9	7.5	1	1	1.2e-18	6e-16	57.4	7.5	39	241	64	273	62	283	0.81	-	GCF_030551255.1_protein.faa_WP_124445521.1
GCF_030551255.1_protein.faa_WP_124439568.1	-	283	kpsM_final_mafft	-	260	8.8e-15	53.6	1.4	1	1	2.8e-17	1.4e-14	53	1.4	38	220	46	237	42	280	0.85	-	GCF_030551255.1_protein.faa_WP_124439568.1
GCF_030551255.1_protein.faa_WP_124440671.1	-	282	kpsM_final_mafft	-	260	2.4e-14	52.2	11.2	1	1	6.1e-17	3e-14	51.9	11.2	41	250	64	277	60	282	0.8	-	GCF_030551255.1_protein.faa_WP_124440671.1
GCF_030551255.1_protein.faa_WP_124439882.1	-	271	kpsM_final_mafft	-	260	8.7e-14	50.4	5.8	1	1	2.4e-16	1.2e-13	50	5.8	39	251	50	269	46	271	0.79	-	GCF_030551255.1_protein.faa_WP_124439882.1
GCF_002220985.3_protein.faa_WP_021449012.1	-	261	kpsM_final_mafft	-	260	2.7e-59	198.4	17.6	1	1	2.5e-62	2.9e-59	198.3	17.6	8	258	10	260	1	261	0.97	-	GCF_002220985.3_protein.faa_WP_021449012.1
GCF_002220985.3_protein.faa_WP_005479696.1	-	256	kpsM_final_mafft	-	260	1e-20	72	19.1	1	1	1.2e-23	1.3e-20	71.6	19.1	37	249	27	248	12	251	0.81	-	GCF_002220985.3_protein.faa_WP_005479696.1
GCF_036345255.1_protein.faa_WP_266675506.1	-	309	kpsM_final_mafft	-	260	4e-43	146.3	12.7	1	1	9.7e-46	4.8e-43	146.1	12.7	4	255	45	305	42	308	0.94	-	GCF_036345255.1_protein.faa_WP_266675506.1
GCF_036345255.1_protein.faa_WP_266671135.1	-	305	kpsM_final_mafft	-	260	2.2e-39	134	12.7	1	1	5.6e-42	2.7e-39	133.7	12.7	3	255	40	301	38	304	0.91	-	GCF_036345255.1_protein.faa_WP_266671135.1
GCF_036345255.1_protein.faa_WP_330280144.1	-	264	kpsM_final_mafft	-	260	2.5e-17	61.8	6.7	1	1	6.7e-20	3.3e-17	61.4	6.7	38	248	33	253	22	263	0.83	-	GCF_036345255.1_protein.faa_WP_330280144.1
GCF_036345255.1_protein.faa_WP_266669926.1	-	274	kpsM_final_mafft	-	260	1.1e-16	59.7	13.1	1	1	3.4e-19	1.7e-16	59.1	13.1	37	252	48	273	43	274	0.82	-	GCF_036345255.1_protein.faa_WP_266669926.1
GCF_036345255.1_protein.faa_WP_330278543.1	-	283	kpsM_final_mafft	-	260	1.8e-15	55.7	10.2	1	1	4.9e-18	2.4e-15	55.3	10.2	39	238	61	267	56	278	0.83	-	GCF_036345255.1_protein.faa_WP_330278543.1
GCF_036345255.1_protein.faa_WP_266681939.1	-	263	kpsM_final_mafft	-	260	3.5e-15	54.7	5.7	1	1	9.8e-18	4.9e-15	54.3	5.7	38	246	33	251	23	259	0.83	-	GCF_036345255.1_protein.faa_WP_266681939.1
GCF_036345255.1_protein.faa_WP_266681194.1	-	263	kpsM_final_mafft	-	260	1.7e-14	52.5	6.9	1	1	4.5e-17	2.2e-14	52.1	6.9	38	249	33	254	23	260	0.83	-	GCF_036345255.1_protein.faa_WP_266681194.1
GCF_007974145.1_protein.faa_WP_006251414.1	-	265	kpsM_final_mafft	-	260	1.2e-46	156	17.4	1	1	1.2e-49	1.5e-46	155.7	17.4	8	255	13	261	6	264	0.97	-	GCF_007974145.1_protein.faa_WP_006251414.1
GCF_007974145.1_protein.faa_WP_006249091.1	-	253	kpsM_final_mafft	-	260	1.9e-18	63.6	18.1	1	1	2.1e-21	2.5e-18	63.2	18.1	37	249	24	245	19	249	0.85	-	GCF_007974145.1_protein.faa_WP_006249091.1
GCF_026239535.1_protein.faa_WP_263268491.1	-	309	kpsM_final_mafft	-	260	1e-41	141.4	12.5	1	1	3.1e-44	1.3e-41	141.2	12.5	4	255	45	305	42	308	0.93	-	GCF_026239535.1_protein.faa_WP_263268491.1
GCF_026239535.1_protein.faa_WP_263271154.1	-	311	kpsM_final_mafft	-	260	3.4e-41	139.8	11.9	1	1	9.9e-44	4.1e-41	139.5	11.9	3	255	46	307	44	310	0.92	-	GCF_026239535.1_protein.faa_WP_263271154.1
GCF_026239535.1_protein.faa_WP_263270602.1	-	263	kpsM_final_mafft	-	260	4.8e-19	67.2	5	1	1	1.3e-21	5.4e-19	67	5	38	253	33	257	11	263	0.88	-	GCF_026239535.1_protein.faa_WP_263270602.1
GCF_026239535.1_protein.faa_WP_208681870.1	-	252	kpsM_final_mafft	-	260	2.4e-17	61.6	6.5	1	1	1.1e-19	4.6e-17	60.7	6.5	39	251	27	248	20	251	0.82	-	GCF_026239535.1_protein.faa_WP_208681870.1
GCF_026239535.1_protein.faa_WP_208680595.1	-	285	kpsM_final_mafft	-	260	1.4e-16	59.1	9	1	1	4.6e-19	1.9e-16	58.6	9	39	237	63	268	56	280	0.84	-	GCF_026239535.1_protein.faa_WP_208680595.1
GCF_026239535.1_protein.faa_WP_208684710.1	-	276	kpsM_final_mafft	-	260	2.8e-16	58.1	8.2	1	1	9e-19	3.7e-16	57.7	8.2	37	252	50	275	31	276	0.84	-	GCF_026239535.1_protein.faa_WP_208684710.1
GCF_026239535.1_protein.faa_WP_263269524.1	-	292	kpsM_final_mafft	-	260	6.4e-16	56.9	5.2	1	1	2.3e-18	9.4e-16	56.4	5.2	38	222	51	246	47	284	0.84	-	GCF_026239535.1_protein.faa_WP_263269524.1
GCF_018316655.1_protein.faa_WP_220564957.1	-	282	kpsM_final_mafft	-	260	5.7e-52	174.9	12.7	1	1	2.1e-54	7e-52	174.6	12.7	8	258	12	280	2	282	0.91	-	GCF_018316655.1_protein.faa_WP_220564957.1
GCF_018316655.1_protein.faa_WP_220560156.1	-	276	kpsM_final_mafft	-	260	3.4e-18	64.2	12.2	1	1	1.5e-20	5e-18	63.6	12.2	37	252	53	275	49	276	0.85	-	GCF_018316655.1_protein.faa_WP_220560156.1
GCF_018316655.1_protein.faa_WP_220560594.1	-	253	kpsM_final_mafft	-	260	1.3e-17	62.2	9.2	1	1	5e-20	1.6e-17	61.9	9.2	39	252	32	251	28	253	0.87	-	GCF_018316655.1_protein.faa_WP_220560594.1
GCF_018316655.1_protein.faa_WP_220562101.1	-	281	kpsM_final_mafft	-	260	1.1e-14	52.6	2.9	1	1	4.5e-17	1.5e-14	52.2	2.9	38	227	50	245	47	275	0.81	-	GCF_018316655.1_protein.faa_WP_220562101.1
GCF_018316655.1_protein.faa_WP_220563223.1	-	280	kpsM_final_mafft	-	260	1.5e-14	52.2	12.3	1	1	1.6e-16	5.2e-14	50.5	12.3	39	244	57	267	30	279	0.71	-	GCF_018316655.1_protein.faa_WP_220563223.1
GCF_024347395.1_protein.faa_WP_113799247.1	-	256	kpsM_final_mafft	-	260	5.9e-21	72.5	20.1	1	1	4e-24	7.9e-21	72.1	20.1	37	248	27	247	15	251	0.79	-	GCF_024347395.1_protein.faa_WP_113799247.1
GCF_018885225.1_protein.faa_WP_002884796.1	-	260	kpsM_final_mafft	-	260	9.2e-47	155.8	31.3	1	1	6.4e-50	1.1e-46	155.6	31.3	13	257	3	255	1	257	0.94	-	GCF_018885225.1_protein.faa_WP_002884796.1
GCF_002356155.1_protein.faa_WP_029258272.1	-	272	kpsM_final_mafft	-	260	1.3e-50	169.6	16.3	1	1	3.4e-53	1.5e-50	169.3	16.3	15	258	19	270	12	272	0.94	-	GCF_002356155.1_protein.faa_WP_029258272.1
GCF_002356155.1_protein.faa_WP_029258285.1	-	306	kpsM_final_mafft	-	260	1.6e-47	159.4	12.5	1	1	4.4e-50	2e-47	159.1	12.5	6	258	40	304	36	306	0.88	-	GCF_002356155.1_protein.faa_WP_029258285.1
GCF_002356155.1_protein.faa_WP_021200177.1	-	255	kpsM_final_mafft	-	260	3.8e-16	56.6	16.1	1	1	1e-18	4.6e-16	56.3	16.1	39	252	32	253	27	255	0.87	-	GCF_002356155.1_protein.faa_WP_021200177.1
GCF_949361555.1_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.4e-50	168.5	29.2	1	1	9e-54	1.6e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_949361555.1_protein.faa_WP_002779235.1
GCF_000196495.1_protein.faa_WP_012551074.1	-	256	kpsM_final_mafft	-	260	3.9e-22	76.3	19	1	1	1.4e-25	5.1e-22	75.9	19	36	249	26	246	3	251	0.8	-	GCF_000196495.1_protein.faa_WP_012551074.1
GCF_013394265.1_protein.faa_WP_001010536.1	-	257	kpsM_final_mafft	-	260	1.2e-19	68.1	21.5	1	1	1.8e-22	1.6e-19	67.6	21.5	37	249	28	249	2	253	0.83	-	GCF_013394265.1_protein.faa_WP_001010536.1
GCF_013394265.1_protein.faa_WP_140951617.1	-	372	kpsM_final_mafft	-	260	5.7e-15	52.8	15	1	1	1.1e-17	9.6e-15	52	15	96	251	212	369	182	371	0.93	-	GCF_013394265.1_protein.faa_WP_140951617.1
GCF_017356845.1_protein.faa_WP_002855788.1	-	260	kpsM_final_mafft	-	260	7.8e-47	156	32.6	1	1	5.7e-50	9e-47	155.8	32.6	13	257	3	255	1	257	0.93	-	GCF_017356845.1_protein.faa_WP_002855788.1
GCF_008330925.1_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	2.8e-46	154.4	20.8	1	1	1.9e-49	3.6e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_008330925.1_protein.faa_WP_002215286.1
GCF_031767605.1_protein.faa_WP_002937101.1	-	268	kpsM_final_mafft	-	260	1.9e-44	148.4	20.8	1	1	1.3e-47	2.4e-44	148.1	20.8	10	258	7	266	2	268	0.91	-	GCF_031767605.1_protein.faa_WP_002937101.1
GCF_011398355.1_protein.faa_WP_173270306.1	-	261	kpsM_final_mafft	-	260	3.5e-60	200.4	25.7	1	1	6.3e-63	3.8e-60	200.3	25.7	5	259	2	260	1	261	0.98	-	GCF_011398355.1_protein.faa_WP_173270306.1
GCF_011398355.1_protein.faa_WP_173272530.1	-	261	kpsM_final_mafft	-	260	2.5e-54	181.2	24.5	1	1	4.9e-57	3e-54	181	24.5	6	251	5	253	1	260	0.95	-	GCF_011398355.1_protein.faa_WP_173272530.1
GCF_011398355.1_protein.faa_WP_173270912.1	-	254	kpsM_final_mafft	-	260	3.3e-25	85.7	18.6	1	1	7.1e-28	4.3e-25	85.4	18.6	37	251	25	248	7	251	0.87	-	GCF_011398355.1_protein.faa_WP_173270912.1
GCF_026723845.1_protein.faa_WP_010906850.1	-	265	kpsM_final_mafft	-	260	2e-44	148.6	21	1	1	3.4e-47	2.6e-44	148.3	21	7	255	12	261	6	264	0.96	-	GCF_026723845.1_protein.faa_WP_010906850.1
GCF_026723845.1_protein.faa_WP_078737760.1	-	255	kpsM_final_mafft	-	260	9.3e-19	64.5	22	1	1	1.6e-21	1.2e-18	64.1	22	37	248	26	246	8	250	0.79	-	GCF_026723845.1_protein.faa_WP_078737760.1
GCF_018176875.1_protein.faa_WP_002788478.1	-	260	kpsM_final_mafft	-	260	1.8e-50	168.2	29.3	1	1	1.1e-53	2e-50	168	29.3	13	257	3	255	1	257	0.95	-	GCF_018176875.1_protein.faa_WP_002788478.1
GCF_036013815.1_protein.faa_WP_327705864.1	-	309	kpsM_final_mafft	-	260	9.1e-41	138.4	11.7	1	1	2.8e-43	1.1e-40	138.2	11.7	3	255	44	305	42	308	0.93	-	GCF_036013815.1_protein.faa_WP_327705864.1
GCF_036013815.1_protein.faa_WP_327703101.1	-	311	kpsM_final_mafft	-	260	9.3e-41	138.4	11.5	1	1	2.9e-43	1.1e-40	138.1	11.5	3	255	46	307	44	310	0.93	-	GCF_036013815.1_protein.faa_WP_327703101.1
GCF_036013815.1_protein.faa_WP_327701045.1	-	263	kpsM_final_mafft	-	260	9.3e-22	76.1	5.8	1	1	2.7e-24	1.1e-21	75.9	5.8	38	255	33	259	12	263	0.89	-	GCF_036013815.1_protein.faa_WP_327701045.1
GCF_036013815.1_protein.faa_WP_327703773.1	-	278	kpsM_final_mafft	-	260	1.8e-18	65.3	9.6	1	1	1e-20	4.1e-18	64.2	9.6	37	248	52	270	41	278	0.76	-	GCF_036013815.1_protein.faa_WP_327703773.1
GCF_036013815.1_protein.faa_WP_327705354.1	-	287	kpsM_final_mafft	-	260	3.5e-16	57.9	9.4	1	1	1.2e-18	4.7e-16	57.4	9.4	39	244	65	277	60	284	0.85	-	GCF_036013815.1_protein.faa_WP_327705354.1
GCF_036013815.1_protein.faa_WP_327702505.1	-	277	kpsM_final_mafft	-	260	4.9e-16	57.4	8	1	1	1.6e-18	6.3e-16	57	8	37	252	51	276	32	277	0.84	-	GCF_036013815.1_protein.faa_WP_327702505.1
GCF_036013815.1_protein.faa_WP_400842930.1	-	292	kpsM_final_mafft	-	260	2.9e-15	54.8	5.5	1	1	1.1e-17	4.4e-15	54.3	5.5	38	221	51	245	47	284	0.85	-	GCF_036013815.1_protein.faa_WP_400842930.1
