target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsD_ncbi_40_complete$target_ID
GCF_023517195.1_protein.faa_WP_000872596.1	-	366	kpsD_final_mafft	-	594	1.5e-26	90.8	8.1	1	1	1.1e-28	4.3e-25	86	7.8	129	363	76	338	60	340	0.85	-	GCF_023517195.1_protein.faa_WP_000872596.1
GCF_031664795.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_031664795.1_protein.faa_WP_001298258.1
GCF_031664795.1_protein.faa_WP_000978080.1	-	379	kpsD_final_mafft	-	594	5.4e-34	115.7	2.8	1	1	9.1e-37	1.4e-33	114.3	2.8	122	363	72	346	2	354	0.87	-	GCF_031664795.1_protein.faa_WP_000978080.1
GCF_014151925.1_protein.faa_WP_002868240.1	-	552	kpsD_final_mafft	-	594	1.2e-179	595	15.3	1	1	8.8e-183	1.4e-179	594.9	15.3	49	579	1	552	1	552	0.9	-	GCF_014151925.1_protein.faa_WP_002868240.1
GCF_024346975.1_protein.faa_WP_261824641.1	-	425	kpsD_final_mafft	-	594	1.8e-41	139.8	0.2	1	1	6.7e-45	2.2e-41	139.5	0.2	70	365	26	344	1	387	0.73	-	GCF_024346975.1_protein.faa_WP_261824641.1
GCF_017356845.1_protein.faa_WP_052802778.1	-	552	kpsD_final_mafft	-	594	4.9e-179	593.1	15.3	1	1	3.5e-182	5.4e-179	592.9	15.3	49	579	1	552	1	552	0.89	-	GCF_017356845.1_protein.faa_WP_052802778.1
GCF_030347155.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030347155.1_protein.faa_WP_001331697.1
GCF_030347155.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_030347155.1_protein.faa_WP_000978094.1
GCF_024449095.1_protein.faa_WP_252035821.1	-	877	kpsD_final_mafft	-	594	2.2e-144	480.1	2.3	1	2	2.4e-94	2.1e-91	305.2	1.1	64	439	6	464	1	542	0.73	-	GCF_024449095.1_protein.faa_WP_252035821.1
GCF_024449095.1_protein.faa_WP_370689698.1	-	696	kpsD_final_mafft	-	594	6.5e-104	346.5	0.4	1	6	2.6e-35	2.3e-32	110.2	0.1	132	286	23	177	13	193	0.89	-	GCF_024449095.1_protein.faa_WP_370689698.1
GCF_024449095.1_protein.faa_WP_239835405.1	-	172	kpsD_final_mafft	-	594	6.5e-24	82.3	0	1	2	6.6e-18	5.8e-15	52.7	0.2	127	220	17	111	4	111	0.94	-	GCF_024449095.1_protein.faa_WP_239835405.1
GCF_012224905.1_protein.faa_WP_002841557.1	-	543	kpsD_final_mafft	-	594	6.1e-177	586.2	13.5	1	1	4.2e-180	6.8e-177	586	13.5	49	579	1	543	1	543	0.9	-	GCF_012224905.1_protein.faa_WP_002841557.1
GCF_028609685.1_protein.faa_WP_140392077.1	-	890	kpsD_final_mafft	-	594	8.2e-149	494.8	11.5	1	2	7.2e-103	8.6e-100	333	6.6	57	443	12	495	1	554	0.75	-	GCF_028609685.1_protein.faa_WP_140392077.1
GCF_028609685.1_protein.faa_WP_229626319.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	10.9	1	5	4.9e-35	5.8e-32	109	3.2	129	287	13	171	8	186	0.92	-	GCF_028609685.1_protein.faa_WP_229626319.1
GCF_028609685.1_protein.faa_WP_140391568.1	-	373	kpsD_final_mafft	-	594	1.2e-40	137.6	0.3	1	1	1.6e-43	1.9e-40	137	0.3	127	365	77	341	61	351	0.87	-	GCF_028609685.1_protein.faa_WP_140391568.1
GCF_028609685.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.9e-20	69.1	0.8	1	1	2.1e-22	2.5e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_028609685.1_protein.faa_WP_005463089.1
GCF_002209005.1_protein.faa_WP_002883231.1	-	552	kpsD_final_mafft	-	594	3.1e-179	593.8	15.1	1	1	2.1e-182	3.4e-179	593.7	15.1	49	579	1	552	1	552	0.9	-	GCF_002209005.1_protein.faa_WP_002883231.1
GCF_000709535.1_protein.faa_WP_000978072.1	-	379	kpsD_final_mafft	-	594	1.7e-34	117	2.6	1	1	1.8e-37	3.4e-34	116	2.6	121	363	71	346	1	355	0.85	-	GCF_000709535.1_protein.faa_WP_000978072.1
GCF_000466925.3_protein.faa_WP_021357979.1	-	552	kpsD_final_mafft	-	594	8.6e-180	595.7	15.2	1	1	5.4e-183	9.7e-180	595.6	15.2	49	579	1	552	1	552	0.9	-	GCF_000466925.3_protein.faa_WP_021357979.1
GCF_000430385.1_protein.faa_WP_002923692.1	-	552	kpsD_final_mafft	-	594	4.3e-179	593.3	15.2	1	1	3e-182	4.8e-179	593.1	15.2	49	579	1	552	1	552	0.9	-	GCF_000430385.1_protein.faa_WP_002923692.1
GCF_019134675.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8.7e-38	127.1	0.4	1	1	1.3e-40	1.4e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_019134675.1_protein.faa_WP_005723127.1
GCF_001682175.1_protein.faa_WP_031781435.1	-	583	kpsD_final_mafft	-	594	1.1e-184	613.2	2.6	1	1	1.1e-187	1.3e-184	613.1	2.6	58	578	14	583	1	583	0.86	-	GCF_001682175.1_protein.faa_WP_031781435.1
GCF_001682175.1_protein.faa_WP_049877691.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	11	1	5	4.9e-35	5.7e-32	109	3.3	129	287	13	171	8	189	0.92	-	GCF_001682175.1_protein.faa_WP_049877691.1
GCF_001682175.1_protein.faa_WP_021450526.1	-	372	kpsD_final_mafft	-	594	4.7e-42	142.2	0.5	1	1	5.3e-45	6.1e-42	141.9	0.5	125	364	74	339	10	350	0.87	-	GCF_001682175.1_protein.faa_WP_021450526.1
GCF_001682175.1_protein.faa_WP_021450107.1	-	177	kpsD_final_mafft	-	594	1e-19	68.5	0.5	1	1	2.6e-22	3e-19	67	0.5	115	253	15	150	11	173	0.87	-	GCF_001682175.1_protein.faa_WP_021450107.1
GCF_016757755.1_protein.faa_WP_202289018.1	-	921	kpsD_final_mafft	-	594	2.3e-149	496.6	11.9	1	2	4.8e-104	7.1e-101	336.4	4.7	49	417	5	460	1	585	0.72	-	GCF_016757755.1_protein.faa_WP_202289018.1
GCF_016757755.1_protein.faa_WP_202289045.1	-	372	kpsD_final_mafft	-	594	6.5e-39	131.8	0.4	1	1	5.5e-42	8.2e-39	131.5	0.4	115	363	65	339	1	351	0.76	-	GCF_016757755.1_protein.faa_WP_202289045.1
GCF_016757755.1_protein.faa_WP_237524173.1	-	444	kpsD_final_mafft	-	594	3.1e-24	83.3	0	1	2	4.9e-27	7.3e-24	82.1	0	51	287	31	301	3	312	0.68	-	GCF_016757755.1_protein.faa_WP_237524173.1
GCF_013393785.1_protein.faa_WP_002934751.1	-	552	kpsD_final_mafft	-	594	6.3e-179	592.8	15.6	1	1	4.1e-182	7.1e-179	592.7	15.6	49	579	1	552	1	552	0.89	-	GCF_013393785.1_protein.faa_WP_002934751.1
GCF_031349165.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.7e-179	592.9	15.7	1	1	3.8e-182	6.4e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_031349165.1_protein.faa_WP_002851485.1
GCF_000021885.1_protein.faa_WP_012621527.1	-	384	kpsD_final_mafft	-	594	4.7e-35	118	3.7	1	1	7.9e-38	8.2e-35	117.2	3.7	129	342	79	309	64	330	0.89	-	GCF_000021885.1_protein.faa_WP_012621527.1
GCF_002101355.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	6.1e-179	592.9	15.7	1	1	3.8e-182	6.9e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_002101355.1_protein.faa_WP_002851485.1
GCF_023572885.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8.1e-38	127.1	0.4	1	1	1.3e-40	1.3e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_023572885.1_protein.faa_WP_005723127.1
GCF_024396575.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_024396575.1_protein.faa_WP_001298258.1
GCF_024396575.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_024396575.1_protein.faa_WP_000978098.1
GCF_002953435.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.9e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002953435.1_protein.faa_WP_001331697.1
GCF_002953435.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_002953435.1_protein.faa_WP_000978094.1
GCF_000009085.1_protein.faa_YP_002344827.1	-	552	kpsD_final_mafft	-	594	5.3e-179	592.9	15.7	1	1	3.8e-182	6e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000009085.1_protein.faa_YP_002344827.1
GCF_033469325.1_protein.faa_WP_002133355.1	-	366	kpsD_final_mafft	-	594	2.1e-26	90.2	8.8	1	1	1.5e-28	5.5e-25	85.5	8.7	129	363	76	338	2	339	0.84	-	GCF_033469325.1_protein.faa_WP_002133355.1
GCF_020719435.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_020719435.1_protein.faa_WP_002855298.1
GCF_003020885.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_003020885.1_protein.faa_WP_001331697.1
GCF_003020885.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_003020885.1_protein.faa_WP_000978094.1
GCF_020783255.1_protein.faa_WP_059306865.1	-	379	kpsD_final_mafft	-	594	1.5e-37	127.3	0.5	1	1	1.5e-40	2.1e-37	126.8	0.5	122	364	73	345	59	357	0.85	-	GCF_020783255.1_protein.faa_WP_059306865.1
GCF_020783255.1_protein.faa_WP_014170829.1	-	379	kpsD_final_mafft	-	594	5.1e-35	118.9	0.8	1	1	5.2e-38	7.6e-35	118.4	0.8	121	363	71	346	1	356	0.82	-	GCF_020783255.1_protein.faa_WP_014170829.1
GCF_035224565.1_protein.faa_WP_249984772.1	-	387	kpsD_final_mafft	-	594	3.3e-37	125.2	1.2	1	1	6.1e-40	6.9e-37	124.1	1.2	127	335	79	303	67	333	0.88	-	GCF_035224565.1_protein.faa_WP_249984772.1
GCF_012224765.1_protein.faa_WP_126252400.1	-	552	kpsD_final_mafft	-	594	3.3e-180	597	14.8	1	1	2.2e-183	3.7e-180	596.9	14.8	49	579	1	552	1	552	0.89	-	GCF_012224765.1_protein.faa_WP_126252400.1
GCF_016904195.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	2.6e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016904195.1_protein.faa_WP_001331697.1
GCF_016904195.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.5e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016904195.1_protein.faa_WP_000978094.1
GCF_033130005.1_protein.faa_WP_002894124.1	-	552	kpsD_final_mafft	-	594	8.9e-179	592.4	15.3	1	1	5.5e-182	9.9e-179	592.2	15.3	49	579	1	552	1	552	0.9	-	GCF_033130005.1_protein.faa_WP_002894124.1
GCF_024396535.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_024396535.1_protein.faa_WP_001298258.1
GCF_024396535.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_024396535.1_protein.faa_WP_000978098.1
GCF_029774195.1_protein.faa_WP_002133355.1	-	366	kpsD_final_mafft	-	594	2.3e-26	90.2	8.8	1	1	1.5e-28	5.9e-25	85.5	8.7	129	363	76	338	2	339	0.84	-	GCF_029774195.1_protein.faa_WP_002133355.1
GCF_030515195.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	3.4e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_030515195.1_protein.faa_WP_001298258.1
GCF_030515195.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_030515195.1_protein.faa_WP_000978098.1
GCF_014931215.1_protein.faa_WP_197553686.1	-	547	kpsD_final_mafft	-	594	2.5e-173	574.2	19.3	1	1	1.8e-176	2.8e-173	574	19.3	49	579	1	547	1	547	0.89	-	GCF_014931215.1_protein.faa_WP_197553686.1
GCF_016726265.1_protein.faa_WP_074692460.1	-	547	kpsD_final_mafft	-	594	7.1e-174	576	19.7	1	1	5.3e-177	7.9e-174	575.8	19.7	49	579	1	547	1	547	0.89	-	GCF_016726265.1_protein.faa_WP_074692460.1
GCF_023587465.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.4e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_023587465.1_protein.faa_WP_010906973.1
GCF_001870085.1_protein.faa_WP_002871869.1	-	552	kpsD_final_mafft	-	594	6.2e-180	596.2	14.5	1	1	3.9e-183	6.9e-180	596	14.5	49	579	1	552	1	552	0.89	-	GCF_001870085.1_protein.faa_WP_002871869.1
GCF_031587895.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.7e-179	592.9	15.7	1	1	3.8e-182	6.4e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_031587895.1_protein.faa_WP_002851485.1
GCF_000466065.2_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.8e-179	592.9	15.7	1	1	3.8e-182	6.5e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000466065.2_protein.faa_WP_002851485.1
GCF_029773915.1_protein.faa_WP_279478334.1	-	385	kpsD_final_mafft	-	594	3.5e-37	125	2	1	1	2.5e-40	5.3e-37	124.4	2	122	337	72	304	9	324	0.87	-	GCF_029773915.1_protein.faa_WP_279478334.1
GCF_030059845.1_protein.faa_WP_025569996.1	-	890	kpsD_final_mafft	-	594	2.5e-149	496.6	11.8	1	2	4.6e-103	5.5e-100	333.6	7.5	55	443	10	495	1	552	0.75	-	GCF_030059845.1_protein.faa_WP_025569996.1
GCF_030059845.1_protein.faa_WP_229614932.1	-	688	kpsD_final_mafft	-	594	5e-95	317.2	11.1	1	5	1.5e-35	1.8e-32	110.6	3.4	129	287	13	171	8	189	0.92	-	GCF_030059845.1_protein.faa_WP_229614932.1
GCF_030059845.1_protein.faa_WP_025541783.1	-	373	kpsD_final_mafft	-	594	9.5e-40	134.7	0.4	1	1	1.2e-42	1.4e-39	134.1	0.4	127	365	77	341	61	351	0.87	-	GCF_030059845.1_protein.faa_WP_025541783.1
GCF_030059845.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.9e-20	69.1	0.8	1	1	2.1e-22	2.5e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_030059845.1_protein.faa_WP_005463089.1
GCF_907163125.1_protein.faa_WP_213188508.1	-	267	kpsD_final_mafft	-	594	5.5e-20	68.6	8.3	1	1	1e-22	1.4e-19	67.3	8.3	153	288	100	235	1	250	0.89	-	GCF_907163125.1_protein.faa_WP_213188508.1
GCF_907163125.1_protein.faa_WP_250131150.1	-	237	kpsD_final_mafft	-	594	1.6e-19	67.1	0.1	1	1	1.7e-22	2.2e-19	66.5	0.1	154	286	69	201	61	211	0.89	-	GCF_907163125.1_protein.faa_WP_250131150.1
GCF_029873295.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	9.7e-38	127.1	0.4	1	1	1.3e-40	1.6e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_029873295.1_protein.faa_WP_005723127.1
GCF_025232235.1_protein.faa_WP_002934751.1	-	552	kpsD_final_mafft	-	594	6.1e-179	592.8	15.6	1	1	4.1e-182	6.8e-179	592.7	15.6	49	579	1	552	1	552	0.89	-	GCF_025232235.1_protein.faa_WP_002934751.1
GCF_003999645.1_protein.faa_WP_002883231.1	-	552	kpsD_final_mafft	-	594	3.1e-179	593.8	15.1	1	1	2.1e-182	3.4e-179	593.7	15.1	49	579	1	552	1	552	0.9	-	GCF_003999645.1_protein.faa_WP_002883231.1
GCF_002944935.1_protein.faa_WP_001385481.1	-	558	kpsD_final_mafft	-	594	6e-186	617.4	1.1	1	1	4.3e-189	6.6e-186	617.3	1.1	58	578	8	557	1	558	0.87	-	GCF_002944935.1_protein.faa_WP_001385481.1
GCF_002944935.1_protein.faa_WP_021555536.1	-	379	kpsD_final_mafft	-	594	6e-34	115.5	3.5	1	1	1.1e-36	1.7e-33	114	3.5	121	363	71	346	1	353	0.83	-	GCF_002944935.1_protein.faa_WP_021555536.1
GCF_024296945.1_protein.faa_WP_254804389.1	-	366	kpsD_final_mafft	-	594	2.7e-26	89.8	3.2	1	1	1.5e-29	5e-26	88.8	3.2	120	365	72	340	3	350	0.82	-	GCF_024296945.1_protein.faa_WP_254804389.1
GCF_014058625.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.5e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_014058625.1_protein.faa_WP_010906973.1
GCF_002844685.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002844685.1_protein.faa_WP_001331697.1
GCF_002844685.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.8e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_002844685.1_protein.faa_WP_000978094.1
GCF_004792615.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8e-38	127.1	0.4	1	1	1.3e-40	1.3e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_004792615.1_protein.faa_WP_005723127.1
GCF_028748065.1_protein.faa_WP_274493889.1	-	212	kpsD_final_mafft	-	594	4.9e-24	82.3	0	1	1	5.3e-27	5.8e-24	82	0	113	286	30	209	11	211	0.87	-	GCF_028748065.1_protein.faa_WP_274493889.1
GCF_001951315.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.5e-179	592.9	15.7	1	1	3.8e-182	6.1e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_001951315.1_protein.faa_WP_002851485.1
GCF_000259545.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_000259545.1_protein.faa_WP_010906973.1
GCF_949282055.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.3e-180	596.7	15	1	1	2.7e-183	4.8e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_949282055.1_protein.faa_WP_002781121.1
GCF_024181005.1_protein.faa_WP_002889970.1	-	552	kpsD_final_mafft	-	594	7.2e-180	595.9	15.3	1	1	4.9e-183	8.1e-180	595.7	15.3	49	579	1	552	1	552	0.89	-	GCF_024181005.1_protein.faa_WP_002889970.1
GCF_014905095.1_protein.faa_WP_193112757.1	-	537	kpsD_final_mafft	-	594	5.3e-167	553.8	9.7	1	1	2.6e-170	5.9e-167	553.7	9.7	49	577	1	535	1	537	0.9	-	GCF_014905095.1_protein.faa_WP_193112757.1
GCF_029987435.1_protein.faa_WP_033850874.1	-	366	kpsD_final_mafft	-	594	1.3e-26	90.9	2.2	1	1	6.8e-30	2.4e-26	90	2.2	127	366	75	342	6	350	0.86	-	GCF_029987435.1_protein.faa_WP_033850874.1
GCF_033096985.1_protein.faa_WP_052794282.1	-	552	kpsD_final_mafft	-	594	5.2e-180	596.4	14.6	1	1	3.4e-183	5.8e-180	596.3	14.6	49	579	1	552	1	552	0.9	-	GCF_033096985.1_protein.faa_WP_052794282.1
GCF_000466075.2_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	6e-179	592.9	15.7	1	1	3.8e-182	6.7e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_000466075.2_protein.faa_WP_002851485.1
GCF_001721945.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	3.9e-180	596.7	15	1	1	2.7e-183	4.4e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_001721945.1_protein.faa_WP_002781121.1
GCF_003402915.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8.3e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_003402915.1_protein.faa_WP_014325759.1
GCF_000740985.1_protein.faa_WP_038514336.1	-	384	kpsD_final_mafft	-	594	3.9e-36	121.5	4.4	1	1	6.6e-39	6.8e-36	120.7	4.4	129	342	79	309	66	331	0.89	-	GCF_000740985.1_protein.faa_WP_038514336.1
GCF_023573045.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.6e-38	126.8	0.4	1	1	7.8e-41	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_023573045.1_protein.faa_WP_010906973.1
GCF_020162275.1_protein.faa_WP_002642522.1	-	378	kpsD_final_mafft	-	594	1.4e-36	123.1	6.5	1	1	1.8e-39	1.9e-36	122.6	6.5	113	366	74	354	1	369	0.74	-	GCF_020162275.1_protein.faa_WP_002642522.1
GCF_024396555.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_024396555.1_protein.faa_WP_001298258.1
GCF_024396555.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.7	2.9	1	1	1.1e-36	1.3e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_024396555.1_protein.faa_WP_000978098.1
GCF_033098385.1_protein.faa_WP_001606112.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.4	1	1	3.3e-189	4e-186	618.1	1.4	58	578	8	557	1	558	0.87	-	GCF_033098385.1_protein.faa_WP_001606112.1
GCF_033098385.1_protein.faa_WP_000978097.1	-	379	kpsD_final_mafft	-	594	2.4e-34	116.8	2.6	1	1	4.1e-37	5e-34	115.8	2.6	122	363	72	346	1	355	0.85	-	GCF_033098385.1_protein.faa_WP_000978097.1
GCF_029762455.1_protein.faa_WP_035523896.1	-	385	kpsD_final_mafft	-	594	2.7e-36	122.1	5.4	1	1	4.2e-39	4.4e-36	121.4	5.4	128	342	79	310	27	332	0.89	-	GCF_029762455.1_protein.faa_WP_035523896.1
GCF_001660585.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_001660585.1_protein.faa_WP_001331697.1
GCF_001660585.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.2e-34	116	2.7	1	1	9.3e-37	1.1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_001660585.1_protein.faa_WP_000978107.1
GCF_029223565.1_protein.faa_WP_002133355.1	-	366	kpsD_final_mafft	-	594	2.2e-26	90.2	8.8	1	1	1.5e-28	5.7e-25	85.5	8.7	129	363	76	338	2	339	0.84	-	GCF_029223565.1_protein.faa_WP_002133355.1
GCF_002859345.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.8e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_002859345.1_protein.faa_WP_014325759.1
GCF_002197165.1_protein.faa_WP_003529250.1	-	191	kpsD_final_mafft	-	594	1.7e-23	81.4	0.4	1	1	1.4e-26	2.2e-23	81.1	0.4	129	252	39	162	19	187	0.87	-	GCF_002197165.1_protein.faa_WP_003529250.1
GCF_002197165.1_protein.faa_WP_013843956.1	-	395	kpsD_final_mafft	-	594	7.6e-23	79.3	3	1	1	7.2e-26	1.1e-22	78.7	3	132	327	82	290	75	318	0.84	-	GCF_002197165.1_protein.faa_WP_013843956.1
GCF_002197165.1_protein.faa_WP_010975610.1	-	416	kpsD_final_mafft	-	594	2.7e-17	60.9	0	1	2	1.7e-20	2.7e-17	60.9	0	129	244	40	157	30	166	0.91	-	GCF_002197165.1_protein.faa_WP_010975610.1
GCF_002197165.1_protein.faa_WP_033050558.1	-	421	kpsD_final_mafft	-	594	1.3e-15	55.4	0	1	2	8e-19	1.3e-15	55.4	0	126	242	34	165	16	169	0.82	-	GCF_002197165.1_protein.faa_WP_033050558.1
GCF_916098255.1_protein.faa_WP_115632713.1	-	552	kpsD_final_mafft	-	594	3.3e-172	570.6	14.1	1	1	2.3e-175	3.7e-172	570.4	14.1	49	579	1	552	1	552	0.88	-	GCF_916098255.1_protein.faa_WP_115632713.1
GCF_022654545.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.3e-186	618.2	1.3	1	1	4.3e-189	3.6e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_022654545.1_protein.faa_WP_001331697.1
GCF_022654545.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	2.9e-39	132.9	1.4	1	1	4.4e-42	3.7e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_022654545.1_protein.faa_WP_001295357.1
GCF_022654545.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.2e-34	115.9	2.8	1	1	1.3e-36	1.1e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_022654545.1_protein.faa_WP_000978094.1
GCF_009455505.1_protein.faa_WP_064480175.1	-	366	kpsD_final_mafft	-	594	7.8e-29	98.3	2.5	1	1	4.9e-32	1.8e-28	97.1	2.3	129	365	76	340	63	349	0.86	-	GCF_009455505.1_protein.faa_WP_064480175.1
