target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_neuO_ncbi_40_complete$target_ID
GCF_036196325.1_protein.faa_WP_328934846.1	-	265	neuO_final_mafft	-	319	6e-25	86.9	0.7	1	1	1.3e-27	1.2e-24	85.9	0.4	114	225	94	205	73	212	0.92	-	GCF_036196325.1_protein.faa_WP_328934846.1
GCF_036196325.1_protein.faa_WP_328930983.1	-	216	neuO_final_mafft	-	319	1.1e-17	63.1	0.3	1	1	1.8e-20	1.8e-17	62.4	0.3	171	225	114	168	109	176	0.95	-	GCF_036196325.1_protein.faa_WP_328930983.1
GCF_036121075.1_protein.faa_WP_073733923.1	-	269	neuO_final_mafft	-	319	1.9e-76	255.9	0.3	1	1	2.9e-79	2.2e-76	255.7	0.3	45	299	13	264	3	269	0.86	-	GCF_036121075.1_protein.faa_WP_073733923.1
GCF_036121075.1_protein.faa_WP_327338870.1	-	192	neuO_final_mafft	-	319	4.5e-33	113.4	0.1	1	1	7.3e-36	5.6e-33	113.1	0.1	104	225	72	191	65	192	0.95	-	GCF_036121075.1_protein.faa_WP_327338870.1
GCF_036121075.1_protein.faa_WP_328698303.1	-	175	neuO_final_mafft	-	319	3.8e-26	90.7	0.2	1	1	6.3e-29	4.9e-26	90.3	0.2	116	225	67	173	53	174	0.92	-	GCF_036121075.1_protein.faa_WP_328698303.1
GCF_036121075.1_protein.faa_WP_327335643.1	-	245	neuO_final_mafft	-	319	2.5e-21	74.8	0.1	1	2	0.2	150	-0	0	173	189	68	84	63	87	0.56	-	GCF_036121075.1_protein.faa_WP_327335643.1
GCF_036121075.1_protein.faa_WP_327339472.1	-	213	neuO_final_mafft	-	319	3.6e-18	64.5	0.6	1	1	7e-21	5.4e-18	63.9	0.6	172	225	115	168	111	195	0.93	-	GCF_036121075.1_protein.faa_WP_327339472.1
GCF_002139895.1_protein.faa_WP_086334142.1	-	371	neuO_final_mafft	-	319	2.2e-54	181.3	0.2	1	1	1.1e-56	2.6e-54	181.1	0.2	44	283	6	261	1	339	0.78	-	GCF_002139895.1_protein.faa_WP_086334142.1
GCF_002859385.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.8e-34	114.8	0.1	1	1	1.9e-36	5.8e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_002859385.1_protein.faa_WP_005754552.1
GCF_002859385.1_protein.faa_WP_015702729.1	-	207	neuO_final_mafft	-	319	3e-25	85.9	3.6	1	2	0.0037	1.1	5.2	0	134	157	60	84	42	91	0.77	-	GCF_002859385.1_protein.faa_WP_015702729.1
GCF_009796805.1_protein.faa_WP_158847905.1	-	202	neuO_final_mafft	-	319	9.5e-26	88.4	14.7	1	1	5.2e-28	1.3e-25	87.9	14.7	78	225	56	200	28	202	0.81	-	GCF_009796805.1_protein.faa_WP_158847905.1
GCF_009796805.1_protein.faa_WP_158847919.1	-	246	neuO_final_mafft	-	319	1.4e-20	71.4	19.7	1	2	1e-6	2.6e-4	18	6.6	71	136	12	76	11	85	0.9	-	GCF_009796805.1_protein.faa_WP_158847919.1
GCF_009796805.1_protein.faa_WP_158844238.1	-	163	neuO_final_mafft	-	319	2.7e-20	70.5	7.6	1	1	2e-22	5e-20	69.6	7.6	110	223	52	157	43	160	0.87	-	GCF_009796805.1_protein.faa_WP_158844238.1
GCF_009796805.1_protein.faa_WP_199269927.1	-	190	neuO_final_mafft	-	319	6.9e-20	69.1	5.9	1	1	3.7e-22	9.5e-20	68.7	5.9	113	225	57	169	44	185	0.87	-	GCF_009796805.1_protein.faa_WP_199269927.1
GCF_009796805.1_protein.faa_WP_199269900.1	-	175	neuO_final_mafft	-	319	1.1e-18	65.2	3.1	1	1	5.2e-21	1.3e-18	64.9	3.1	120	224	68	171	29	174	0.85	-	GCF_009796805.1_protein.faa_WP_199269900.1
GCF_009796805.1_protein.faa_WP_158844262.1	-	199	neuO_final_mafft	-	319	3e-15	53.9	21.3	1	2	1.8e-4	0.047	10.5	10.4	95	182	31	116	20	121	0.76	-	GCF_009796805.1_protein.faa_WP_158844262.1
GCF_016027575.1_protein.faa_WP_001969025.1	-	187	neuO_final_mafft	-	319	6.4e-33	112.4	1.1	1	1	1.6e-35	8e-33	112.1	1.1	102	225	63	184	36	185	0.93	-	GCF_016027575.1_protein.faa_WP_001969025.1
GCF_016027575.1_protein.faa_WP_001971020.1	-	185	neuO_final_mafft	-	319	2.6e-32	110.4	1	1	1	6e-35	3e-32	110.3	1	88	225	57	183	27	185	0.88	-	GCF_016027575.1_protein.faa_WP_001971020.1
GCF_016027575.1_protein.faa_WP_033692450.1	-	185	neuO_final_mafft	-	319	1.7e-23	81.5	3.2	1	1	4.2e-25	2.1e-22	77.9	3.2	114	224	12	137	5	144	0.77	-	GCF_016027575.1_protein.faa_WP_033692450.1
GCF_016027575.1_protein.faa_WP_000783248.1	-	240	neuO_final_mafft	-	319	4e-21	73.7	17.7	1	3	9.4e-8	4.7e-5	20.9	1.3	174	205	99	130	88	134	0.9	-	GCF_016027575.1_protein.faa_WP_000783248.1
GCF_016027575.1_protein.faa_WP_001979058.1	-	219	neuO_final_mafft	-	319	1.2e-18	65.5	8.6	1	2	0.005	2.5	5.4	0.4	167	190	65	89	59	96	0.81	-	GCF_016027575.1_protein.faa_WP_001979058.1
GCF_016027575.1_protein.faa_WP_001980809.1	-	210	neuO_final_mafft	-	319	2e-17	61.5	1.5	1	2	0.074	37	1.5	0.1	132	150	56	74	6	83	0.65	-	GCF_016027575.1_protein.faa_WP_001980809.1
GCF_016027575.1_protein.faa_WP_001255067.1	-	168	neuO_final_mafft	-	319	1.4e-15	55.5	0.1	1	2	0.022	11	3.3	0	191	203	78	90	72	94	0.87	-	GCF_016027575.1_protein.faa_WP_001255067.1
GCF_036226365.1_protein.faa_WP_329310715.1	-	185	neuO_final_mafft	-	319	5.2e-22	77.3	0	1	1	7e-25	6.7e-22	76.9	0	103	225	63	183	56	184	0.96	-	GCF_036226365.1_protein.faa_WP_329310715.1
GCF_036226365.1_protein.faa_WP_329321067.1	-	254	neuO_final_mafft	-	319	2.8e-21	74.9	0.1	1	2	0.2	190	-0.2	0	136	189	68	84	60	92	0.6	-	GCF_036226365.1_protein.faa_WP_329321067.1
GCF_024917375.1_protein.faa_WP_001445686.1	-	203	neuO_final_mafft	-	319	1.4e-33	114.5	0.5	1	1	5.4e-36	1.7e-33	114.1	0.5	97	236	59	193	45	201	0.89	-	GCF_024917375.1_protein.faa_WP_001445686.1
GCF_024917375.1_protein.faa_WP_000102564.1	-	183	neuO_final_mafft	-	319	1.1e-31	108.3	0.5	1	1	4.3e-34	1.4e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_024917375.1_protein.faa_WP_000102564.1
GCF_024917375.1_protein.faa_WP_001153551.1	-	182	neuO_final_mafft	-	319	9.9e-20	68.9	2.6	1	1	5.7e-22	1.8e-19	68.1	2.6	95	227	53	179	47	181	0.92	-	GCF_024917375.1_protein.faa_WP_001153551.1
GCF_001280325.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.6e-66	221.2	7.2	1	1	1.7e-68	5.1e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_001280325.1_protein.faa_WP_011478229.1
GCF_001280325.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.3e-34	117	0.5	1	1	9.8e-37	2.9e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_001280325.1_protein.faa_WP_001350624.1
GCF_001280325.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	9.7e-32	108.4	0.4	1	1	4e-34	1.2e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_001280325.1_protein.faa_WP_000102543.1
GCF_001280325.1_protein.faa_WP_001153563.1	-	182	neuO_final_mafft	-	319	9.5e-20	69	2.6	1	1	5.8e-22	1.7e-19	68.1	2.6	95	227	53	179	47	181	0.91	-	GCF_001280325.1_protein.faa_WP_001153563.1
GCF_004684345.1_protein.faa_WP_135322951.1	-	203	neuO_final_mafft	-	319	4.2e-33	112.8	1.5	1	1	1.8e-35	5.4e-33	112.4	1.5	96	234	58	191	43	201	0.9	-	GCF_004684345.1_protein.faa_WP_135322951.1
GCF_004684345.1_protein.faa_WP_135322834.1	-	183	neuO_final_mafft	-	319	1.6e-28	97.7	0.1	1	1	6.7e-31	2e-28	97.4	0.1	104	225	63	182	55	183	0.92	-	GCF_004684345.1_protein.faa_WP_135322834.1
GCF_004684345.1_protein.faa_WP_077223963.1	-	168	neuO_final_mafft	-	319	4.4e-23	79.9	0.4	1	1	1.6e-25	4.9e-23	79.7	0.4	113	227	58	168	27	168	0.89	-	GCF_004684345.1_protein.faa_WP_077223963.1
GCF_004684345.1_protein.faa_WP_135321386.1	-	184	neuO_final_mafft	-	319	5.2e-17	59.9	3.5	1	1	9.4e-19	2.8e-16	57.5	3.5	95	226	53	178	50	180	0.92	-	GCF_004684345.1_protein.faa_WP_135321386.1
GCF_004684345.1_protein.faa_WP_135323549.1	-	151	neuO_final_mafft	-	319	4.6e-16	56.8	5.1	1	1	4.4e-18	1.3e-15	55.3	5.1	114	225	46	150	11	151	0.76	-	GCF_004684345.1_protein.faa_WP_135323549.1
GCF_963674925.1_protein.faa_WP_319502296.1	-	213	neuO_final_mafft	-	319	2.1e-32	110.5	12.2	1	1	6.4e-35	2.6e-32	110.2	12.2	57	230	36	207	12	211	0.9	-	GCF_963674925.1_protein.faa_WP_319502296.1
GCF_963674925.1_protein.faa_WP_319502288.1	-	176	neuO_final_mafft	-	319	9.9e-30	101.7	3.5	1	1	2.7e-32	1.1e-29	101.5	3.5	99	225	50	174	29	176	0.92	-	GCF_963674925.1_protein.faa_WP_319502288.1
GCF_963674925.1_protein.faa_WP_319502703.1	-	185	neuO_final_mafft	-	319	9.3e-25	85.4	4.8	1	1	2.9e-27	1.2e-24	85	4.8	90	224	46	181	34	184	0.87	-	GCF_963674925.1_protein.faa_WP_319502703.1
GCF_963674925.1_protein.faa_WP_319502701.1	-	187	neuO_final_mafft	-	319	5.8e-22	76.2	13.9	1	1	5.6e-24	2.3e-21	74.2	13.6	93	225	57	184	51	186	0.86	-	GCF_963674925.1_protein.faa_WP_319502701.1
GCF_963674925.1_protein.faa_WP_319502605.1	-	222	neuO_final_mafft	-	319	1.6e-19	68.2	3.2	1	2	0.029	12	2.9	0	134	153	68	87	62	95	0.86	-	GCF_963674925.1_protein.faa_WP_319502605.1
GCF_963674925.1_protein.faa_WP_319503435.1	-	170	neuO_final_mafft	-	319	1.9e-15	54.8	13.7	1	3	0.23	94	-0.1	0	138	148	14	24	7	29	0.82	-	GCF_963674925.1_protein.faa_WP_319503435.1
GCF_020091505.1_protein.faa_WP_010538720.1	-	196	neuO_final_mafft	-	319	7e-30	102.3	1.1	1	1	2.8e-32	8.9e-30	102	1.1	105	225	67	185	54	194	0.89	-	GCF_020091505.1_protein.faa_WP_010538720.1
GCF_020091505.1_protein.faa_WP_007485298.1	-	201	neuO_final_mafft	-	319	2.4e-28	97.2	6.4	1	1	1.6e-30	5.1e-28	96.2	6.4	99	225	60	194	52	200	0.83	-	GCF_020091505.1_protein.faa_WP_007485298.1
GCF_020091505.1_protein.faa_WP_010536502.1	-	183	neuO_final_mafft	-	319	4.4e-27	93.1	0.3	1	1	1.7e-29	5.4e-27	92.8	0.3	106	226	64	182	55	183	0.93	-	GCF_020091505.1_protein.faa_WP_010536502.1
GCF_020091505.1_protein.faa_WP_010538443.1	-	207	neuO_final_mafft	-	319	1.8e-21	74.7	1.3	1	1	8.3e-24	2.7e-21	74.1	1.3	113	225	85	195	69	205	0.86	-	GCF_020091505.1_protein.faa_WP_010538443.1
GCF_020091505.1_protein.faa_WP_010535398.1	-	207	neuO_final_mafft	-	319	5.7e-20	69.7	1.1	1	2	0.72	230	-1.3	0.1	131	145	55	69	18	84	0.56	-	GCF_020091505.1_protein.faa_WP_010535398.1
GCF_020091505.1_protein.faa_WP_109115614.1	-	224	neuO_final_mafft	-	319	8.5e-19	65.9	3.1	1	2	0.051	16	2.5	0.2	111	151	43	79	23	90	0.73	-	GCF_020091505.1_protein.faa_WP_109115614.1
GCF_020091505.1_protein.faa_WP_081030932.1	-	191	neuO_final_mafft	-	319	2.6e-18	64.3	0.3	1	1	1.2e-20	3.7e-18	63.8	0.3	106	224	57	170	35	181	0.84	-	GCF_020091505.1_protein.faa_WP_081030932.1
GCF_020091505.1_protein.faa_WP_224207159.1	-	62	neuO_final_mafft	-	319	5.8e-17	59.8	2.6	1	1	2.2e-19	7.2e-17	59.5	2.6	172	225	6	59	4	61	0.96	-	GCF_020091505.1_protein.faa_WP_224207159.1
GCF_020091505.1_protein.faa_WP_055271086.1	-	203	neuO_final_mafft	-	319	4.4e-15	53.7	4.7	1	1	2e-17	6.5e-15	53.1	4.6	167	226	130	189	95	193	0.93	-	GCF_020091505.1_protein.faa_WP_055271086.1
GCF_008931305.1_protein.faa_WP_011031718.1	-	193	neuO_final_mafft	-	319	2e-30	104.7	0	1	1	3e-33	2.5e-30	104.4	0	106	224	75	191	66	193	0.94	-	GCF_008931305.1_protein.faa_WP_011031718.1
GCF_008931305.1_protein.faa_WP_011031638.1	-	215	neuO_final_mafft	-	319	1.4e-29	101.9	0	1	1	2.2e-32	1.8e-29	101.6	0	109	225	78	192	70	203	0.92	-	GCF_008931305.1_protein.faa_WP_011031638.1
GCF_008931305.1_protein.faa_WP_011026968.1	-	175	neuO_final_mafft	-	319	4.3e-27	93.8	0.4	1	1	6.5e-30	5.4e-27	93.4	0.4	115	225	66	173	51	174	0.92	-	GCF_008931305.1_protein.faa_WP_011026968.1
GCF_008931305.1_protein.faa_WP_003977515.1	-	267	neuO_final_mafft	-	319	7.9e-25	86.3	1.1	1	1	2.4e-27	2e-24	85	0.8	114	225	94	205	69	210	0.93	-	GCF_008931305.1_protein.faa_WP_003977515.1
GCF_008931305.1_protein.faa_WP_011026996.1	-	217	neuO_final_mafft	-	319	2e-17	62	0	1	2	0.12	98	0.6	0	129	150	53	74	42	88	0.73	-	GCF_008931305.1_protein.faa_WP_011026996.1
GCF_008931305.1_protein.faa_WP_161270136.1	-	229	neuO_final_mafft	-	319	1.5e-16	59.1	0.3	1	1	2.9e-19	2.5e-16	58.4	0.3	171	226	115	170	110	182	0.95	-	GCF_008931305.1_protein.faa_WP_161270136.1
GCF_021496845.1_protein.faa_WP_000136506.1	-	182	neuO_final_mafft	-	319	1.4e-33	113.2	0.1	1	1	4e-36	1.6e-33	113	0.1	100	225	57	180	22	182	0.93	-	GCF_021496845.1_protein.faa_WP_000136506.1
GCF_021496845.1_protein.faa_WP_000103048.1	-	189	neuO_final_mafft	-	319	5.6e-22	75	7.2	1	1	5.6e-24	2.2e-21	73.1	7.2	170	225	83	138	10	188	0.83	-	GCF_021496845.1_protein.faa_WP_000103048.1
GCF_029870635.2_protein.faa_WP_001350210.1	-	203	neuO_final_mafft	-	319	1.3e-34	117.8	0.6	1	1	5.2e-37	1.6e-34	117.5	0.6	98	237	60	194	50	202	0.88	-	GCF_029870635.2_protein.faa_WP_001350210.1
GCF_029870635.2_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1.1e-31	108.2	0.5	1	1	4.3e-34	1.4e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_029870635.2_protein.faa_WP_000102539.1
GCF_029870635.2_protein.faa_WP_001153555.1	-	182	neuO_final_mafft	-	319	2.3e-20	71	0.3	1	1	1.1e-22	3.6e-20	70.4	0.3	95	227	53	179	46	181	0.91	-	GCF_029870635.2_protein.faa_WP_001153555.1
GCF_035658475.1_protein.faa_WP_184599531.1	-	265	neuO_final_mafft	-	319	1e-24	86	0.3	1	1	2.4e-27	2.6e-24	84.7	0.2	113	230	93	207	68	215	0.91	-	GCF_035658475.1_protein.faa_WP_184599531.1
GCF_035658475.1_protein.faa_WP_184598421.1	-	575	neuO_final_mafft	-	319	4.2e-20	70.8	0.3	1	2	0.91	990	-2.7	0	204	204	94	94	41	116	0.56	-	GCF_035658475.1_protein.faa_WP_184598421.1
GCF_029762475.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.9e-34	114.8	0.1	1	1	1.9e-36	5.9e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_029762475.1_protein.faa_WP_005754552.1
GCF_029762475.1_protein.faa_WP_005723578.1	-	207	neuO_final_mafft	-	319	9.1e-25	84.3	2.9	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_029762475.1_protein.faa_WP_005723578.1
GCF_018798845.1_protein.faa_WP_024186800.1	-	203	neuO_final_mafft	-	319	1.3e-34	117.8	0.8	1	1	5e-37	1.7e-34	117.4	0.8	103	237	64	194	51	202	0.88	-	GCF_018798845.1_protein.faa_WP_024186800.1
GCF_018798845.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_018798845.1_protein.faa_WP_000102539.1
GCF_018798845.1_protein.faa_WP_001153594.1	-	182	neuO_final_mafft	-	319	1.3e-19	68.5	3.1	1	1	7e-22	2.3e-19	67.7	3.1	95	227	53	179	46	181	0.91	-	GCF_018798845.1_protein.faa_WP_001153594.1
GCF_001889365.1_protein.faa_WP_003356656.1	-	184	neuO_final_mafft	-	319	7.2e-33	111.9	1.4	1	1	1.5e-35	7.9e-33	111.8	1.4	96	225	56	182	27	184	0.93	-	GCF_001889365.1_protein.faa_WP_003356656.1
GCF_001889365.1_protein.faa_WP_012705614.1	-	204	neuO_final_mafft	-	319	1.7e-31	107.4	1.2	1	1	4.1e-34	2.1e-31	107.1	1.2	102	226	61	183	40	201	0.9	-	GCF_001889365.1_protein.faa_WP_012705614.1
GCF_001889365.1_protein.faa_WP_003356188.1	-	216	neuO_final_mafft	-	319	2.3e-23	80.6	2.5	1	1	9e-26	4.7e-23	79.6	2.5	135	226	70	170	66	198	0.85	-	GCF_001889365.1_protein.faa_WP_003356188.1
GCF_001889365.1_protein.faa_WP_003357378.1	-	236	neuO_final_mafft	-	319	2e-21	74.3	16	1	4	0.036	19	2.1	2.9	46	126	33	116	9	119	0.56	-	GCF_001889365.1_protein.faa_WP_003357378.1
GCF_018141485.1_protein.faa_WP_076689762.1	-	192	neuO_final_mafft	-	319	2.9e-32	110.6	0	1	1	3.7e-35	3.7e-32	110.3	0	107	225	75	191	68	192	0.95	-	GCF_018141485.1_protein.faa_WP_076689762.1
GCF_018141485.1_protein.faa_WP_211828186.1	-	192	neuO_final_mafft	-	319	9.5e-29	99.1	0.4	1	1	1.2e-31	1.2e-28	98.7	0.4	109	232	60	179	51	185	0.91	-	GCF_018141485.1_protein.faa_WP_211828186.1
GCF_018141485.1_protein.faa_WP_211825451.1	-	245	neuO_final_mafft	-	319	7e-26	89.7	0.4	1	1	2.4e-28	2.4e-25	87.9	0.4	111	230	94	210	50	216	0.9	-	GCF_018141485.1_protein.faa_WP_211825451.1
GCF_018141485.1_protein.faa_WP_076687741.1	-	217	neuO_final_mafft	-	319	5.7e-18	63.7	0.5	1	1	8.7e-21	8.7e-18	63.1	0.5	172	225	116	169	112	178	0.95	-	GCF_018141485.1_protein.faa_WP_076687741.1
GCF_030347155.1_protein.faa_WP_103519644.1	-	272	neuO_final_mafft	-	319	1.3e-126	420.2	20.4	1	1	1.1e-128	3.7e-126	418.6	20.4	9	261	20	272	1	272	0.95	-	GCF_030347155.1_protein.faa_WP_103519644.1
GCF_030347155.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.4e-34	117	0.5	1	1	9.2e-37	3e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_030347155.1_protein.faa_WP_001350624.1
GCF_030347155.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	1e-31	108.4	0.4	1	1	3.8e-34	1.2e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_030347155.1_protein.faa_WP_000102543.1
GCF_030347155.1_protein.faa_WP_001153563.1	-	182	neuO_final_mafft	-	319	9.8e-20	69	2.6	1	1	5.4e-22	1.8e-19	68.1	2.6	95	227	53	179	47	181	0.91	-	GCF_030347155.1_protein.faa_WP_001153563.1
GCF_030845235.1_protein.faa_WP_306504912.1	-	175	neuO_final_mafft	-	319	1e-26	92.8	0.1	1	1	1.4e-29	1.2e-26	92.5	0.1	114	225	65	173	50	174	0.91	-	GCF_030845235.1_protein.faa_WP_306504912.1
GCF_030845235.1_protein.faa_WP_306502883.1	-	264	neuO_final_mafft	-	319	6.6e-25	86.8	1	1	2	0.36	330	-0.9	0	173	190	64	81	60	83	0.64	-	GCF_030845235.1_protein.faa_WP_306502883.1
GCF_030845235.1_protein.faa_WP_306503233.1	-	601	neuO_final_mafft	-	319	6.2e-19	67.2	4	1	1	3.4e-21	3.1e-18	64.9	4	163	225	124	186	41	191	0.77	-	GCF_030845235.1_protein.faa_WP_306503233.1
GCF_036347135.1_protein.faa_WP_330302046.1	-	200	neuO_final_mafft	-	319	2.9e-28	98	0.2	1	1	2.8e-31	3.8e-28	97.6	0.2	107	224	71	186	60	190	0.92	-	GCF_036347135.1_protein.faa_WP_330302046.1
GCF_036347135.1_protein.faa_WP_330310007.1	-	276	neuO_final_mafft	-	319	3e-25	88	0.6	1	2	0.21	280	-0.6	0	136	152	76	92	57	95	0.83	-	GCF_036347135.1_protein.faa_WP_330310007.1
GCF_029773995.1_protein.faa_WP_279438874.1	-	184	neuO_final_mafft	-	319	4.6e-26	88.5	3.3	1	1	2.1e-28	5.5e-26	88.3	3.3	102	225	64	183	44	184	0.91	-	GCF_029773995.1_protein.faa_WP_279438874.1
GCF_029773995.1_protein.faa_WP_039196407.1	-	191	neuO_final_mafft	-	319	4.9e-25	85.2	2.6	1	1	2.4e-27	6.3e-25	84.8	2.6	103	224	65	182	42	185	0.89	-	GCF_029773995.1_protein.faa_WP_039196407.1
GCF_029773995.1_protein.faa_WP_005624353.1	-	210	neuO_final_mafft	-	319	2e-15	53.6	11.7	1	3	1.6e-5	0.0041	13.2	3.5	175	207	103	135	87	148	0.87	-	GCF_029773995.1_protein.faa_WP_005624353.1
GCF_000007265.1_protein.faa_WP_000136509.1	-	182	neuO_final_mafft	-	319	1.7e-32	109.6	0.1	1	1	4.8e-35	2e-32	109.5	0.1	100	225	57	180	22	182	0.93	-	GCF_000007265.1_protein.faa_WP_000136509.1
GCF_000007265.1_protein.faa_WP_000146565.1	-	212	neuO_final_mafft	-	319	5.1e-22	75.2	6.5	1	1	4.9e-24	2e-21	73.3	6.6	170	225	106	161	33	211	0.84	-	GCF_000007265.1_protein.faa_WP_000146565.1
GCF_004795715.1_protein.faa_WP_136235082.1	-	193	neuO_final_mafft	-	319	6.2e-32	109.6	0	1	1	8.9e-35	7.7e-32	109.2	0	106	225	75	192	67	193	0.95	-	GCF_004795715.1_protein.faa_WP_136235082.1
GCF_004795715.1_protein.faa_WP_136235113.1	-	234	neuO_final_mafft	-	319	2.7e-29	100.9	0	1	1	4.1e-32	3.5e-29	100.5	0	109	226	78	193	68	211	0.92	-	GCF_004795715.1_protein.faa_WP_136235113.1
GCF_004795715.1_protein.faa_WP_136237218.1	-	175	neuO_final_mafft	-	319	1e-27	95.7	0.3	1	1	1.5e-30	1.3e-27	95.3	0.3	115	225	66	173	51	174	0.9	-	GCF_004795715.1_protein.faa_WP_136237218.1
GCF_004795715.1_protein.faa_WP_029393799.1	-	267	neuO_final_mafft	-	319	6.4e-25	86.5	0.8	1	1	1.8e-27	1.5e-24	85.3	0.3	115	225	95	205	86	211	0.93	-	GCF_004795715.1_protein.faa_WP_029393799.1
GCF_030078295.1_protein.faa_WP_000136503.1	-	182	neuO_final_mafft	-	319	1.8e-32	109.5	0.1	1	1	5.7e-35	2.2e-32	109.2	0.1	100	225	57	180	41	182	0.93	-	GCF_030078295.1_protein.faa_WP_000136503.1
GCF_030078295.1_protein.faa_WP_000103050.1	-	189	neuO_final_mafft	-	319	4.1e-22	75.4	7.2	1	1	5.7e-24	2.1e-21	73.1	7.2	170	225	83	138	10	188	0.82	-	GCF_030078295.1_protein.faa_WP_000103050.1
GCF_036227225.1_protein.faa_WP_329245339.1	-	265	neuO_final_mafft	-	319	3.1e-24	84.8	0.2	1	1	4.4e-27	5.6e-24	84	0.2	114	225	94	205	70	211	0.92	-	GCF_036227225.1_protein.faa_WP_329245339.1
GCF_000017045.1_protein.faa_WP_011986661.1	-	204	neuO_final_mafft	-	319	1.3e-32	110.8	1	1	1	3.4000000000000003e-35	1.6e-32	110.4	1	102	226	61	183	45	202	0.9	-	GCF_000017045.1_protein.faa_WP_011986661.1
GCF_000017045.1_protein.faa_WP_011948774.1	-	184	neuO_final_mafft	-	319	3.5e-32	109.3	3.8	1	1	9.7e-35	4.6e-32	108.9	3.8	96	225	56	182	53	184	0.93	-	GCF_000017045.1_protein.faa_WP_011948774.1
GCF_000017045.1_protein.faa_WP_012048152.1	-	236	neuO_final_mafft	-	319	6.2e-22	75.7	0.5	1	4	0.032	15	2.1	2.9	46	126	33	116	9	119	0.56	-	GCF_000017045.1_protein.faa_WP_012048152.1
GCF_024206615.1_protein.faa_WP_024417183.1	-	185	neuO_final_mafft	-	319	5e-28	95	0	1	1	1.5e-30	6.1e-28	94.7	0	103	225	61	181	38	183	0.93	-	GCF_024206615.1_protein.faa_WP_024417183.1
GCF_024206615.1_protein.faa_WP_013730634.1	-	232	neuO_final_mafft	-	319	1.6e-19	67.1	5.6	1	4	0.85	350	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_024206615.1_protein.faa_WP_013730634.1
GCF_017933235.1_protein.faa_WP_234325153.1	-	248	neuO_final_mafft	-	319	2.1e-25	88.3	0.7	1	1	3.2e-28	6.6e-25	86.7	0.8	112	225	92	205	68	210	0.91	-	GCF_017933235.1_protein.faa_WP_234325153.1
GCF_017933235.1_protein.faa_WP_246890478.1	-	570	neuO_final_mafft	-	319	1.2e-19	69.4	0	1	2	0.61	1300	-2.9	0	174	214	43	84	35	98	0.67	-	GCF_017933235.1_protein.faa_WP_246890478.1
GCF_035917855.1_protein.faa_WP_326624709.1	-	198	neuO_final_mafft	-	319	3.9e-28	97.3	0	1	1	4.4e-31	5.1e-28	96.9	0	99	225	60	183	54	185	0.9	-	GCF_035917855.1_protein.faa_WP_326624709.1
GCF_035917855.1_protein.faa_WP_326813861.1	-	246	neuO_final_mafft	-	319	6.4e-20	70.3	0.1	1	1	8.7e-23	1e-19	69.7	0.1	110	225	93	208	73	213	0.93	-	GCF_035917855.1_protein.faa_WP_326813861.1
GCF_035917855.1_protein.faa_WP_326630351.1	-	219	neuO_final_mafft	-	319	5e-16	57.5	0.5	1	2	2	2400	-3.8	0	134	149	64	79	55	83	0.74	-	GCF_035917855.1_protein.faa_WP_326630351.1
GCF_035917855.1_protein.faa_WP_326625681.1	-	226	neuO_final_mafft	-	319	8.2e-16	56.8	0.1	1	2	0.17	190	-0.3	0	124	148	56	80	50	90	0.74	-	GCF_035917855.1_protein.faa_WP_326625681.1
GCF_000255915.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5.1e-34	114.8	0.1	1	1	1.9e-36	6.1e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_000255915.1_protein.faa_WP_005754552.1
GCF_000255915.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.6e-25	85.3	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_000255915.1_protein.faa_WP_005751885.1
