GCF_017356885.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	1	2	8.5e-90	6.7e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356885.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	2	2	0.075	59	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356905.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.5e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356905.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	1	2	8.5e-90	6.7e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356905.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	2	2	0.075	59	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356925.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.1e-108	357.9	23.8	1	1	2.9e-111	4.6e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356945.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.4e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356945.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	1	2	8.5e-90	6.7e-87	288.2	22.0	2	253	13	258	12	295	0.96	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356945.1_protein.faa_WP_144688548.1	-	425	CST-I	PF06002.18	295	6.2e-87	288.3	23.8	2	2	0.075	59	-0.5	0.1	254	282	297	325	261	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356965.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.5e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017356965.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.4e-87	289.7	20.3	1	2	3e-90	2.4e-87	289.7	20.3	2	253	13	258	12	277	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017356965.1_protein.faa_WP_052822553.1	-	425	CST-I	PF06002.18	295	2.4e-87	289.7	20.3	2	2	0.074	59	-0.5	0.2	254	282	297	325	262	335	0.60	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017357025.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	1e-108	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_017357025.1_protein.faa_WP_070363994.1	-	425	CST-I	PF06002.18	295	2e-87	290.0	19.8	1	2	2.4e-90	2e-87	290.0	19.8	2	253	13	258	12	266	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017357025.1_protein.faa_WP_070363994.1	-	425	CST-I	PF06002.18	295	2e-87	290.0	19.8	2	2	0.11	93	-1.1	0.1	256	282	299	325	268	335	0.67	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017357085.1_protein.faa_WP_002874242.1	-	291	CST-I	PF06002.18	295	2.5e-109	361.9	24.9	1	1	1.7e-112	2.8e-109	361.7	24.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_017498685.1_protein.faa_WP_004717062.1	-	179	CST-I	PF06002.18	295	0.0067	13.5	0.0	1	1	2.6e-06	0.0086	13.2	0.0	167	263	18	116	6	130	0.77	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_017655805.1_protein.faa_WP_112767764.1	-	108	CST-I	PF06002.18	295	0.00037	16.7	0.9	1	1	2.6e-07	0.00043	16.4	0.9	108	194	14	100	3	106	0.76	hypothetical	protein	[Dolosigranulum	pigrum]
GCF_017815735.1_protein.faa_WP_005751869.1	-	303	CST-I	PF06002.18	295	3.8e-175	578.3	12.6	1	1	2e-178	4.3e-175	578.1	12.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_017821195.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_017869415.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0055	13.2	0.3	1	1	2.4e-06	0.0055	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_018141365.1_protein.faa_WP_211868039.1	-	175	CST-I	PF06002.18	295	0.013	13.1	0.1	1	1	3e-06	0.014	13.0	0.1	150	226	66	143	26	166	0.75	MULTISPECIES:	SMI1/KNR4	family	protein	[Pseudoalteromonas]
GCF_018176755.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.2e-61	203.1	19.6	1	1	4.2e-64	7.4e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018176875.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.4e-61	203.1	19.6	1	1	4.2e-64	7.8e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018176975.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.4e-61	203.1	19.6	1	1	4.2e-64	7.7e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018885125.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018885165.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.2e-61	203.1	19.6	1	1	4.2e-64	7.5e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018885185.1_protein.faa_WP_255296982.1	-	78	CST-I	PF06002.18	295	3.2e-07	26.7	0.9	1	1	1.9e-10	3.2e-07	26.7	0.9	125	176	9	60	1	74	0.83	alpha-2,3-sialyltransferase	[Campylobacter	coli]
GCF_018885225.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_018966825.1_protein.faa_WP_123062160.1	-	188	CST-I	PF06002.18	295	0.0009	16.9	0.2	1	1	2.3e-07	0.0011	16.6	0.2	130	203	103	179	56	185	0.77	MULTISPECIES:	phage	repressor	protein	CI	[Serratia]
GCF_018968685.1_protein.faa_WP_131186669.1	-	403	CST-I	PF06002.18	295	2.3e-82	273.3	21.1	1	2	1.5e-85	2.3e-82	273.3	21.1	2	266	3	266	2	295	0.90	alpha-2,3-sialyltransferase	[Campylobacter	novaezeelandiae]
GCF_018968685.1_protein.faa_WP_131186669.1	-	403	CST-I	PF06002.18	295	2.3e-82	273.3	21.1	2	2	0.078	1.2e+02	-1.6	0.1	263	285	296	318	275	335	0.64	alpha-2,3-sialyltransferase	[Campylobacter	novaezeelandiae]
GCF_019056415.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_019334685.1_protein.faa_WP_257475327.1	-	215	CST-I	PF06002.18	295	0.00051	17.5	0.1	1	1	1.4e-07	0.00062	17.3	0.1	79	236	13	173	3	201	0.68	hypothetical	protein	[Bacillus	sp.	LJBS17]
GCF_019703365.1_protein.faa_WP_110418144.1	-	330	CST-I	PF06002.18	295	5.4e-108	357.7	14.1	1	1	7e-111	6.5e-108	357.4	14.1	2	295	37	324	36	324	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703365.1_protein.faa_WP_110418147.1	-	328	CST-I	PF06002.18	295	1.9e-106	352.6	15.4	1	1	2.5e-109	2.3e-106	352.3	15.4	1	294	35	324	35	325	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703385.1_protein.faa_WP_105883441.1	-	334	CST-I	PF06002.18	295	5.6e-108	357.6	14.1	1	1	7.3e-111	6.8e-108	357.4	14.1	2	295	41	328	40	328	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703385.1_protein.faa_WP_110417937.1	-	334	CST-I	PF06002.18	295	2e-106	352.5	15.4	1	1	2.7e-109	2.5e-106	352.2	15.4	1	294	41	330	41	331	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703405.1_protein.faa_WP_236747308.1	-	299	CST-I	PF06002.18	295	5.3e-108	357.6	14.3	1	1	7.2e-111	6.1e-108	357.4	14.3	1	295	5	293	5	293	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703405.1_protein.faa_WP_080447086.1	-	306	CST-I	PF06002.18	295	2.1e-107	355.6	16.0	1	1	2.9e-110	2.5e-107	355.4	16.0	1	294	13	302	13	303	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703425.1_protein.faa_WP_221257483.1	-	310	CST-I	PF06002.18	295	2.7e-108	358.5	21.0	1	1	3.9e-111	3.3e-108	358.2	21.0	1	294	17	306	17	307	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703425.1_protein.faa_WP_221257429.1	-	310	CST-I	PF06002.18	295	7.2e-107	353.8	16.8	1	1	1e-109	8.5e-107	353.6	16.8	1	295	16	304	16	304	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703455.1_protein.faa_WP_079996253.1	-	303	CST-I	PF06002.18	295	3.6e-108	358.1	14.1	1	1	5.1e-111	4.2e-108	357.9	14.1	2	295	10	297	9	297	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703455.1_protein.faa_WP_112081631.1	-	330	CST-I	PF06002.18	295	2.6e-107	355.3	16.0	1	1	3.9e-110	3.2e-107	355.0	16.0	1	294	37	326	37	327	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703495.1_protein.faa_WP_110459322.1	-	310	CST-I	PF06002.18	295	4.9e-109	360.9	12.8	1	1	7e-112	5.7e-109	360.7	12.8	2	295	17	304	16	304	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703495.1_protein.faa_WP_110459380.1	-	308	CST-I	PF06002.18	295	5.4e-108	357.5	21.4	1	1	7.7e-111	6.4e-108	357.3	21.4	1	294	15	304	15	305	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703525.1_protein.faa_WP_105182546.1	-	310	CST-I	PF06002.18	295	2.3e-107	355.5	16.0	1	1	3.1e-110	2.7e-107	355.3	16.0	1	294	17	306	17	307	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703525.1_protein.faa_WP_221266021.1	-	332	CST-I	PF06002.18	295	1.1e-105	350.1	15.6	1	1	1.5e-108	1.3e-105	349.8	15.6	1	295	34	326	34	326	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703545.1_protein.faa_WP_238144209.1	-	298	CST-I	PF06002.18	295	2.6e-108	358.7	16.2	1	1	3.4e-111	3e-108	358.4	16.2	1	294	5	294	5	295	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703545.1_protein.faa_WP_110442547.1	-	309	CST-I	PF06002.18	295	8.6e-106	350.4	16.0	1	1	1.1e-108	1e-105	350.2	16.0	1	295	18	303	18	303	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703575.1_protein.faa_WP_221255140.1	-	324	CST-I	PF06002.18	295	4.6e-111	367.6	15.3	1	1	6.8e-114	5.5e-111	367.3	15.3	1	295	30	318	30	318	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703575.1_protein.faa_WP_246589440.1	-	350	CST-I	PF06002.18	295	3.8e-108	358.0	16.2	1	1	6.2e-111	5e-108	357.6	16.2	1	294	57	346	57	347	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703595.1_protein.faa_WP_146418952.1	-	322	CST-I	PF06002.18	295	4.9e-111	367.6	15.3	1	1	6.6e-114	5.9e-111	367.3	15.3	1	295	28	316	28	316	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703595.1_protein.faa_WP_221281817.1	-	318	CST-I	PF06002.18	295	3.8e-107	354.8	20.3	1	1	5.3e-110	4.6e-107	354.5	20.3	1	294	25	314	25	315	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703615.1_protein.faa_WP_061671687.1	-	322	CST-I	PF06002.18	295	4.4e-108	357.8	14.1	1	1	6.4e-111	5.2e-108	357.5	14.1	2	295	29	316	28	316	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703615.1_protein.faa_WP_248660637.1	-	302	CST-I	PF06002.18	295	3e-107	355.1	20.3	1	1	4.3e-110	3.5e-107	354.8	20.3	1	294	9	298	9	299	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703655.1_protein.faa_WP_110431396.1	-	332	CST-I	PF06002.18	295	4.3e-107	354.5	18.6	1	1	3.3e-110	5.5e-107	354.2	18.6	1	294	41	328	41	329	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703675.1_protein.faa_WP_110430733.1	-	326	CST-I	PF06002.18	295	9.6e-107	353.5	15.5	1	1	6.6e-110	1.1e-106	353.2	15.5	1	295	32	320	32	320	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703695.1_protein.faa_WP_221267341.1	-	318	CST-I	PF06002.18	295	5.8e-109	360.8	12.8	1	1	7.7e-112	6.9e-109	360.6	12.8	2	295	25	312	24	312	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703695.1_protein.faa_WP_246589094.1	-	318	CST-I	PF06002.18	295	3.3e-108	358.3	20.2	1	1	4.5e-111	4e-108	358.1	20.2	1	294	25	314	25	315	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703715.1_protein.faa_WP_110431572.1	-	316	CST-I	PF06002.18	295	7.9e-110	363.5	20.9	1	1	5.9e-113	9.5e-110	363.2	20.9	1	294	25	312	25	313	0.97	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703735.1_protein.faa_WP_221253184.1	-	328	CST-I	PF06002.18	295	5.1e-111	367.5	15.3	1	1	3.6e-114	6.2e-111	367.2	15.3	1	295	34	322	34	322	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703755.1_protein.faa_WP_080343339.1	-	280	CST-I	PF06002.18	295	7.1e-100	331.0	17.6	1	1	4.5e-103	8.2e-100	330.8	17.6	15	294	1	276	1	277	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703775.1_protein.faa_WP_110434980.1	-	322	CST-I	PF06002.18	295	2.4e-107	355.4	16.0	1	1	1.8e-110	3e-107	355.1	16.0	1	294	29	318	29	319	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703795.1_protein.faa_WP_167799865.1	-	334	CST-I	PF06002.18	295	1.9e-108	359.1	16.4	1	1	2.6e-111	2.3e-108	358.8	16.4	1	295	40	328	40	328	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_019703795.1_protein.faa_WP_446423276.1	-	277	CST-I	PF06002.18	295	7.1e-98	324.4	18.9	1	1	9.2e-101	8.2e-98	324.2	18.9	15	294	1	273	1	274	0.94	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_019703875.1_protein.faa_WP_221764887.1	-	113	CST-I	PF06002.18	295	0.0041	13.8	0.1	1	1	1.8e-06	0.0047	13.7	0.1	161	216	47	101	27	110	0.86	hypothetical	protein	[Methyloradius	palustris]
GCF_019754215.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.1e-167	553.4	28.7	1	1	7.7e-171	1.2e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_019754255.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5e-176	581.2	13.4	1	1	2.6e-179	5.7e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_019754275.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.1e-176	581.2	13.4	1	1	2.6e-179	5.7e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_019900845.1_protein.faa_WP_232359854.1	-	293	CST-I	PF06002.18	295	0.00011	19.6	0.1	1	1	3.8e-08	0.00014	19.2	0.1	105	224	163	286	59	291	0.74	hypothetical	protein	[Paraneptunicella	aestuarii]
GCF_019916005.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.7e-176	581.2	13.4	1	1	2.6e-179	6.4e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_019930905.1_protein.faa_WP_006996141.1	-	318	CST-I	PF06002.18	295	5e-110	364.3	17.4	1	1	3.3e-113	6.1e-110	364.1	17.4	1	294	27	314	27	315	0.96	MULTISPECIES:	alpha-2,3-sialyltransferase	[Haemophilus]
GCF_019967875.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.9e-61	203.1	19.6	1	1	4.2e-64	7.1e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020034555.1_protein.faa_WP_115323614.1	-	306	CST-I	PF06002.18	295	1.8e-111	369.3	19.5	1	1	9.8e-115	2.1e-111	369.1	19.5	2	295	17	306	16	306	0.98	alpha-2,3-sialyltransferase	[Pasteurella	canis]
GCF_020042445.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6e-61	203.1	19.6	1	1	4.2e-64	7.2e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020042525.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.9e-61	203.1	19.6	1	1	4.2e-64	7.2e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020042585.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	5.9e-61	203.1	19.6	1	1	4.2e-64	7.1e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020042605.1_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6e-61	203.1	19.6	1	1	4.2e-64	7.2e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020143085.2_protein.faa_WP_002780628.1	-	296	CST-I	PF06002.18	295	6.1e-61	203.1	19.6	1	1	4.2e-64	7.3e-61	202.9	19.6	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020221755.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_020463755.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0055	13.2	0.3	1	1	2.4e-06	0.0056	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_020714665.1_protein.faa_WP_265332966.1	-	273	CST-I	PF06002.18	295	5e-90	298.8	16.0	1	1	6.2e-93	6.4e-90	298.5	16.0	2	231	37	265	36	272	0.98	alpha-2,3-sialyltransferase	[Pasteurella	canis]
GCF_020714665.1_protein.faa_WP_265332967.1	-	60	CST-I	PF06002.18	295	6.4e-19	65.4	1.9	1	1	6.4e-22	6.7e-19	65.4	1.9	239	295	4	60	1	60	0.95	alpha-2,3-sialyltransferase	[Pasteurella	canis]
GCF_020718705.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.7e-109	360.5	26.7	1	1	4.6e-112	7.5e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020718885.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.7e-109	360.5	26.7	1	1	4.6e-112	7.5e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020719145.1_protein.faa_WP_199381278.1	-	291	CST-I	PF06002.18	295	1.1e-108	359.7	25.9	1	1	7.9e-112	1.3e-108	359.5	25.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_020719285.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020719435.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020719565.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.7e-109	360.5	26.7	1	1	4.6e-112	7.5e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020719705.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020719855.1_protein.faa_WP_199381278.1	-	291	CST-I	PF06002.18	295	1.1e-108	359.7	25.9	1	1	7.9e-112	1.3e-108	359.5	25.9	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_020720025.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020720295.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020720445.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020720575.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.5e-109	360.5	26.7	1	1	4.6e-112	7.3e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_020735825.1_protein.faa_WP_416212847.1	-	354	CST-I	PF06002.18	295	4.3e-107	354.6	15.3	1	1	3.4e-110	5.6e-107	354.2	15.3	1	295	60	348	60	348	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_020736045.1_protein.faa_WP_058222186.1	-	334	CST-I	PF06002.18	295	1.1e-108	359.9	20.3	1	1	1.5e-111	1.3e-108	359.6	20.3	1	294	41	330	41	331	0.95	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_020736045.1_protein.faa_WP_080291948.1	-	307	CST-I	PF06002.18	295	4e-108	358.0	14.1	1	1	5.4e-111	4.7e-108	357.8	14.1	2	295	14	301	13	301	0.96	alpha-2,3-sialyltransferase	[Haemophilus	influenzae]
GCF_020810675.1_protein.faa_WP_228400387.1	-	327	CST-I	PF06002.18	295	2.2e-112	372.2	20.0	1	1	1.3e-115	2.6e-112	371.9	20.0	2	295	38	327	37	327	0.98	alpha-2,3-sialyltransferase	[Pasteurella	canis]
GCF_020971725.1_protein.faa_WP_230294063.1	-	303	CST-I	PF06002.18	295	6.4e-175	577.5	13.2	1	1	3.5e-178	7.3e-175	577.4	13.2	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_021399055.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399075.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399095.1_protein.faa_WP_004717062.1	-	179	CST-I	PF06002.18	295	0.0067	13.5	0.0	1	1	2.6e-06	0.0086	13.2	0.0	167	263	18	116	6	130	0.77	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399115.1_protein.faa_WP_145496953.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399155.1_protein.faa_WP_145496953.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399175.1_protein.faa_WP_004717062.1	-	179	CST-I	PF06002.18	295	0.0067	13.5	0.0	1	1	2.6e-06	0.0085	13.2	0.0	167	263	18	116	6	130	0.77	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399195.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
